HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
27355,AS,,18,"1,180",941
,SG,,13,"5,400","4,122"
,80'S,,22,"1,794","1,435"
,OTHER,,259,"124,128","97,933"
,TOTAL,,312,"132,502","104,431"
27356,AS,,6,334,267
,SG,,1,629,503
,80'S,,15,"1,342","1,026"
,OTHER,,85,"48,094","37,807"
,TOTAL,,107,"50,400","39,605"
27357,AS,,2,105,84
,80'S,,24,"1,770","1,416"
,OTHER,,191,"95,767","74,498"
,TOTAL,,217,"97,642","75,998"
27358,80'S,,2,110,88
,OTHER,,24,"8,178","6,543"
,TOTAL,,26,"8,288","6,631"
27360,AS,,31,"3,033","2,426"
,SG,,21,"14,079","11,211"
,80'S,,60,"5,860","4,677"
,OTHER,,756,"533,521","422,159"
,TOTAL,,868,"556,492","440,473"
27365,AS,,12,"1,420","1,136"
,80'S,,24,"3,304","2,643"
,OTHER,,304,"261,919","208,197"
,TOTAL,,340,"266,643","211,976"
27370,OTHER,,"1,792","158,972","124,691"
,TOTAL,,"1,792","158,972","124,691"
27372,AS,,3,62,50
,SG,,26,"23,898","18,519"
,80'S,,3,153,123
,OTHER,,578,"151,090","118,416"
,TOTAL,,610,"175,204","137,107"
27380,AS,,47,"3,103","2,461"
,SG,,14,"3,904","3,123"
,80'S,,60,"4,289","3,422"
,OTHER,,720,"334,697","265,245"
,TOTAL,,841,"345,992","274,251"
27381,AS,,40,"3,452","2,753"
,SG,,5,"2,202","1,761"
,80'S,,56,"5,932","4,708"
,OTHER,,320,"206,423","162,561"
,TOTAL,,421,"218,008","171,784"
27385,AS,,159,"12,261","9,802"
,SG,,35,"16,547","12,933"
,80'S,,126,"11,311","8,871"
,OTHER,,"2,100","1,212,987","959,457"
,TOTAL,,"2,420","1,253,107","991,063"
27386,AS,,21,"1,915","1,532"
,SG,,1,496,396
,80'S,,33,"3,803","3,042"
,OTHER,,281,"204,446","162,222"
,TOTAL,,336,"210,659","167,192"
27390,AS,,4,163,131
,80'S,,1,32,26
,OTHER,,40,"10,935","8,748"
,TOTAL,,45,"11,131","8,905"
27391,80'S,,2,182,146
,OTHER,,79,"32,312","25,801"
,TOTAL,,81,"32,494","25,946"
27392,80'S,,6,453,362
,OTHER,,52,"31,387","25,027"
,TOTAL,,58,"31,840","25,390"
27393,AS,,2,94,76
,SG,,1,198,158
,80'S,,3,157,125
,OTHER,,22,"7,342","5,874"
,TOTAL,,28,"7,791","6,233"
27394,AS,,2,103,83
,80'S,,2,132,105
,OTHER,,56,"24,978","19,708"
,TOTAL,,60,"25,213","19,896"
27395,SG,,1,58,46
,80'S,,1,173,138
,OTHER,,30,"24,972","19,342"
,TOTAL,,32,"25,203","19,526"
27396,AS,,3,99,79
,80'S,,3,200,160
,OTHER,,7,"2,390","1,912"
,TOTAL,,13,"2,689","2,151"
27397,AS,,1,104,83
,OTHER,,7,"4,881","3,905"
,TOTAL,,8,"4,986","3,989"
27400,AS,,1,87,70
,SG,,2,796,636
,80'S,,7,490,392
,OTHER,,24,"11,662","9,330"
,TOTAL,,34,"13,035","10,428"
27403,AS,,7,368,226
,SG,,4,"1,761","1,409"
,80'S,,15,"1,042",834
,OTHER,,123,"47,027","37,152"
,TOTAL,,149,"50,198","39,621"
27405,AS,,14,906,725
,SG,,1,627,501
,80'S,,24,"2,229","1,783"
,OTHER,,239,"121,306","96,426"
,TOTAL,,278,"125,068","99,435"
27407,AS,,5,339,271
,SG,,1,576,461
,80'S,,3,243,194
,OTHER,,57,"30,756","24,605"
,TOTAL,,66,"31,914","25,531"
27409,AS,,2,201,161
,80'S,,5,666,533
,OTHER,,33,"24,723","19,723"
,TOTAL,,40,"25,590","20,417"
27418,AS,,15,"1,506","1,205"
,SG,,11,"3,713","2,954"
,80'S,,24,"2,929","2,343"
,OTHER,,178,"135,097","104,278"
,TOTAL,,228,"143,246","110,780"
27420,AS,,11,"1,015",812
,SG,,5,"2,135","1,708"
,80'S,,13,"1,533","1,227"
,OTHER,,128,"85,994","68,244"
,TOTAL,,157,"90,677","71,990"
27422,AS,,47,"4,474","3,571"
,SG,,13,"11,769","9,415"
,80'S,,61,"6,640","5,196"
,OTHER,,516,"345,736","273,166"
,TOTAL,,637,"368,619","291,348"
27424,AS,,8,806,645
,SG,,2,747,598
,80'S,,5,600,480
,OTHER,,68,"45,494","36,169"
,TOTAL,,83,"47,647","37,891"
27425,AS,,3,137,110
,SG,,430,"401,094","316,035"
,80'S,,8,384,307
,OTHER,,"3,572","965,050","758,034"
,TOTAL,,"4,013","1,366,665","1,074,487"
27427,AS,,5,389,311
,SG,,2,978,782
,80'S,,10,"1,059",847
,OTHER,,99,"59,266","47,390"
,TOTAL,,116,"61,691","49,329"
27428,AS,,8,895,716
,SG,,1,594,475
,80'S,,4,680,544
,OTHER,,64,"58,467","46,745"
,TOTAL,,77,"60,636","48,480"
27429,AS,,1,133,106
,80'S,,2,341,273
,OTHER,,16,"14,586","11,669"
,TOTAL,,19,"15,061","12,049"
27430,AS,,42,"2,954","2,357"
,SG,,14,"7,891","6,313"
,80'S,,62,"4,554","3,552"
,OTHER,,446,"247,329","194,860"
,TOTAL,,564,"262,728","207,081"
27435,AS,,15,963,771
,SG,,2,"1,005",804
,80'S,,30,"1,969","1,575"
,OTHER,,130,"58,455","46,576"
,TOTAL,,177,"62,391","49,725"
27437,SG,,7,"4,221","3,377"
,80'S,,5,586,469
,OTHER,,644,"285,852","227,352"
,TOTAL,,656,"290,660","231,198"
27438,AS,,43,"4,147","3,302"
,SG,,1,651,521
,80'S,,57,"7,337","5,793"
,OTHER,,286,"215,151","171,147"
,TOTAL,,387,"227,286","180,763"
27440,AS,,1,107,86
,SG,,1,664,531
,80'S,,9,"1,140",912
,OTHER,,26,"21,572","17,258"
,TOTAL,,37,"23,483","18,787"
27441,AS,,6,641,513
,80'S,,15,"1,848","1,468"
,OTHER,,39,"29,038","23,231"
,TOTAL,,60,"31,528","25,211"
27442,AS,,16,"2,016","1,599"
,SG,,7,"4,540","3,608"
,80'S,,22,"3,291","2,633"
,OTHER,,85,"68,907","55,088"
,TOTAL,,130,"78,754","62,928"
27443,AS,,3,355,284
,SG,,4,"2,898","2,319"
,80'S,,10,"1,476","1,181"
,OTHER,,77,"63,023","50,076"
,TOTAL,,94,"67,753","53,860"
27445,AS,,11,"1,911","1,515"
,80'S,,33,"7,183","5,729"
,OTHER,,113,"141,315","111,894"
,TOTAL,,157,"150,408","119,138"
27446,AS,,395,"65,312","51,824"
,80'S,,637,"126,264","100,460"
,OTHER,,"2,107","2,594,148","2,059,413"
,TOTAL,,"3,139","2,785,724","2,211,696"
27447,AS,,"25,757","5,495,573","4,374,535"
,SG,,1,"1,558","1,246"
,80'S,,"42,949","11,024,957","8,758,502"
,OTHER,,"156,025","248,804,755","197,524,356"
,TOTAL,,"224,732","265,326,843","210,658,638"
27448,AS,,13,954,763
,80'S,,44,"4,544","3,635"
,OTHER,,112,"67,396","53,902"
,TOTAL,,169,"72,895","58,301"
27450,AS,,22,"1,805","1,429"
,80'S,,32,"4,175","3,340"
,OTHER,,163,"130,367","102,577"
,TOTAL,,217,"136,348","107,346"
27454,AS,,2,256,205
,80'S,,3,376,301
,OTHER,,17,"18,558","14,282"
,TOTAL,,22,"19,190","14,788"
27455,AS,,7,725,580
,80'S,,11,"1,399","1,119"
,OTHER,,78,"66,523","50,818"
,TOTAL,,96,"68,646","52,517"
27457,AS,,21,"2,647","2,059"
,80'S,,37,"5,730","4,563"
,OTHER,,179,"170,204","131,714"
,TOTAL,,237,"178,581","138,336"
27465,AS,,2,212,170
,80'S,,4,554,443
,OTHER,,29,"22,764","16,664"
,TOTAL,,35,"23,530","17,277"
27466,AS,,1,188,150
,80'S,,7,874,699
,OTHER,,47,"33,418","26,556"
,TOTAL,,55,"34,480","27,405"
27468,80'S,,3,629,503
,OTHER,,2,"2,023","1,618"
,TOTAL,,5,"2,652","2,121"
27470,AS,,46,"6,786","5,416"
,80'S,,63,"10,828","8,443"
,OTHER,,419,"447,972","355,535"
,TOTAL,,528,"465,586","369,395"
27472,AS,,49,"8,358","6,686"
,80'S,,89,"17,601","13,969"
,OTHER,,504,"637,909","505,588"
,TOTAL,,642,"663,868","526,243"
27475,OTHER,,10,"5,945","4,756"
,TOTAL,,10,"5,945","4,756"
27477,AS,,2,214,171
,OTHER,,50,"36,465","28,924"
,TOTAL,,52,"36,679","29,095"
27479,OTHER,,2,725,580
,TOTAL,,2,725,580
27485,OTHER,,9,"5,848","4,678"
,TOTAL,,9,"5,848","4,678"
27486,AS,,801,"150,942","120,164"
,80'S,,"1,364","307,534","244,073"
,OTHER,,"5,465","7,522,541","5,964,596"
,TOTAL,,"7,630","7,981,017","6,328,833"
27487,AS,,"1,455","360,668","287,960"
,80'S,,"2,542","748,938","595,460"
,OTHER,,"9,638","16,855,123","13,397,809"
,TOTAL,,"13,635","17,964,730","14,281,229"
27488,AS,,342,"52,358","41,776"
,80'S,,442,"79,404","63,199"
,OTHER,,"2,928","3,154,212","2,508,181"
,TOTAL,,"3,712","3,285,974","2,613,156"
27495,AS,,37,"5,940","4,752"
,80'S,,47,"8,630","6,862"
,OTHER,,527,"603,277","478,614"
,TOTAL,,611,"617,847","490,228"
27496,OTHER,,32,"10,782","8,545"
,TOTAL,,32,"10,782","8,545"
27497,OTHER,,13,"5,849","4,679"
,TOTAL,,13,"5,849","4,679"
27498,AS,,3,120,96
,80'S,,4,221,176
,OTHER,,40,"15,095","12,076"
,TOTAL,,47,"15,436","12,349"
27499,80'S,,1,107,85
,OTHER,,15,"10,574","8,459"
,TOTAL,,16,"10,681","8,544"
27500,SG,,1,306,244
,OTHER,,"1,019","470,113","373,061"
,TOTAL,,"1,020","470,418","373,305"
27501,AS,,1,45,36
,OTHER,,"1,650","798,656","633,125"
,TOTAL,,"1,651","798,701","633,161"
27502,OTHER,,570,"412,002","328,451"
,TOTAL,,570,"412,002","328,451"
27503,80'S,,2,250,200
,OTHER,,833,"604,051","480,266"
,TOTAL,,835,"604,301","480,466"
27506,AS,,569,"90,037","71,492"
,80'S,,961,"182,603","145,006"
,OTHER,,"7,395","8,757,649","6,968,108"
,TOTAL,,"8,925","9,030,290","7,184,606"
27507,AS,,296,"40,144","31,878"
,80'S,,564,"91,152","72,446"
,OTHER,,"3,497","3,424,381","2,727,351"
,TOTAL,,"4,357","3,555,677","2,831,675"
27508,OTHER,,"1,507","616,745","487,145"
,TOTAL,,"1,507","616,745","487,145"
27509,AS,,1,36,29
,80'S,,2,177,142
,OTHER,,385,"178,255","141,322"
,TOTAL,,388,"178,468","141,492"
27510,80'S,,1,110,88
,OTHER,,433,"261,175","207,747"
,TOTAL,,434,"261,285","207,835"
27511,AS,,251,"33,727","26,755"
,80'S,,389,"63,857","50,438"
,OTHER,,"3,333","3,316,168","2,641,138"
,TOTAL,,"3,973","3,413,752","2,718,331"
27513,AS,,172,"29,269","23,156"
,80'S,,321,"65,396","51,752"
,OTHER,,"2,262","2,821,891","2,241,997"
,TOTAL,,"2,755","2,916,557","2,316,905"
27514,AS,,78,"12,277","9,631"
,80'S,,134,"26,575","21,260"
,OTHER,,"1,289","1,344,166","1,065,310"
,TOTAL,,"1,501","1,383,018","1,096,201"
27516,OTHER,,25,"10,063","7,837"
,TOTAL,,25,"10,063","7,837"
27517,OTHER,,12,"7,265","5,812"
,TOTAL,,12,"7,265","5,812"
27519,AS,,1,145,116
,80'S,,1,171,137
,OTHER,,15,"14,988","11,990"
,TOTAL,,17,"15,305","12,244"
27520,SG,,1,259,207
,OTHER,,"6,963","1,752,916","1,358,385"
,TOTAL,,"6,964","1,753,174","1,358,591"
27524,AS,,313,"30,080","23,663"
,SG,,57,"26,382","20,946"
,80'S,,214,"25,095","19,824"
,OTHER,,"4,681","3,317,318","2,628,818"
,TOTAL,,"5,265","3,398,876","2,693,250"
27530,OTHER,,"6,413","1,941,225","1,516,851"
,TOTAL,,"6,413","1,941,225","1,516,851"
27532,SG,,2,451,360
,80'S,,2,173,139
,OTHER,,503,"236,344","187,334"
,TOTAL,,507,"236,968","187,833"
27535,AS,,151,"17,191","13,626"
,SG,,7,"3,109","2,487"
,80'S,,222,"30,145","23,644"
,OTHER,,"2,069","1,694,059","1,341,142"
,TOTAL,,"2,449","1,744,504","1,380,899"
27536,AS,,81,"11,003","8,723"
,80'S,,100,"15,338","11,704"
,OTHER,,965,"960,447","759,075"
,TOTAL,,"1,146","986,788","779,502"
27538,OTHER,,178,"63,613","49,366"
,TOTAL,,178,"63,613","49,366"
27540,AS,,6,652,521
,80'S,,10,"1,345","1,076"
,OTHER,,93,"70,816","56,321"
,TOTAL,,109,"72,812","57,918"
27550,OTHER,,201,"67,690","53,633"
,TOTAL,,201,"67,690","53,633"
27552,AS,,1,44,36
,SG,,4,"1,254","1,003"
,80'S,,1,75,60
,OTHER,,349,"153,873","121,684"
,TOTAL,,355,"155,245","122,783"
27556,AS,,1,140,112
,80'S,,1,155,124
,OTHER,,33,"29,953","23,962"
,TOTAL,,35,"30,249","24,199"
27557,80'S,,1,193,154
,OTHER,,12,"13,810","11,048"
,TOTAL,,13,"14,003","11,202"
27558,80'S,,2,372,298
,OTHER,,10,"10,593","8,475"
,TOTAL,,12,"10,965","8,772"
27560,OTHER,,258,"56,340","44,108"
,TOTAL,,258,"56,340","44,108"
27562,SG,,1,308,247
,OTHER,,42,"15,242","12,113"
,TOTAL,,43,"15,550","12,360"
27566,AS,,3,369,295
,SG,,3,"1,221",977
,80'S,,10,"1,377","1,102"
,OTHER,,59,"48,170","38,242"
,TOTAL,,75,"51,137","40,616"
27570,AS,,2,35,28
,SG,,488,"148,001","116,698"
,OTHER,,"5,045","654,130","511,722"
,TOTAL,,"5,535","802,167","628,449"
27580,AS,,55,"9,586","7,669"
,80'S,,85,"17,254","13,785"
,OTHER,,498,"591,938","467,764"
,TOTAL,,638,"618,779","489,218"
27590,AS,,937,"106,113","84,616"
,80'S,,"1,695","235,602","187,675"
,OTHER,,"26,092","21,481,672","17,125,206"
,TOTAL,,"28,724","21,823,388","17,397,497"
27591,AS,,10,"1,411","1,129"
,80'S,,15,"2,403","1,842"
,OTHER,,149,"140,158","111,474"
,TOTAL,,174,"143,972","114,445"
27592,AS,,14,"1,324","1,059"
,80'S,,14,"1,536","1,229"
,OTHER,,440,"304,755","241,135"
,TOTAL,,468,"307,614","243,423"
27594,80'S,,1,75,60
,OTHER,,620,"253,575","201,552"
,TOTAL,,621,"253,650","201,612"
27596,80'S,,6,769,616
,OTHER,,"1,748","1,151,159","915,946"
,TOTAL,,"1,754","1,151,929","916,561"
27598,AS,,18,"1,758","1,406"
,80'S,,59,"7,517","6,014"
,OTHER,,855,"628,674","500,904"
,TOTAL,,932,"637,949","508,324"
27599,AS,,10,"4,621","3,697"
,SG,,1,496,396
,80'S,,323,"76,707","61,365"
,OTHER,,710,"770,932","616,235"
,TOTAL,,"1,044","852,755","681,693"
27600,AS,,2,58,47
,80'S,,5,218,174
,OTHER,,760,"220,140","173,625"
,TOTAL,,767,"220,415","173,846"
27601,80'S,,2,79,64
,OTHER,,140,"44,459","35,268"
,TOTAL,,142,"44,538","35,332"
27602,AS,,51,"2,377","1,897"
,80'S,,118,"6,112","4,889"
,OTHER,,"1,648","562,546","447,003"
,TOTAL,,"1,817","571,035","453,790"
27603,SG,,44,"17,918","14,266"
,OTHER,,"3,470","1,225,567","971,601"
,TOTAL,,"3,514","1,243,485","985,866"
27604,SG,,1,228,182
,OTHER,,113,"29,962","23,386"
,TOTAL,,114,"30,190","23,568"
27605,AS,,1,13,10
,SG,,9,"2,198","1,758"
,OTHER,,171,"24,112","19,083"
,TOTAL,,181,"26,323","20,851"
27606,AS,,12,215,172
,SG,,18,"4,269","3,415"
,80'S,,4,92,74
,OTHER,,806,"137,211","108,010"
,TOTAL,,840,"141,788","111,671"
27607,SG,,12,"5,158","4,046"
,80'S,,1,56,45
,OTHER,,869,"563,332","447,554"
,TOTAL,,882,"568,546","451,645"
27610,SG,,14,"4,915","3,666"
,OTHER,,422,"231,372","182,996"
,TOTAL,,436,"236,286","186,662"
27612,AS,,9,542,434
,SG,,16,"5,839","4,302"
,80'S,,14,"1,105",884
,OTHER,,224,"104,197","82,385"
,TOTAL,,263,"111,684","88,005"
27613,SG,,22,"6,071","4,770"
,OTHER,,"1,412","226,215","177,733"
,TOTAL,,"1,434","232,287","182,503"
27614,SG,,35,"13,628","10,664"
,80'S,,2,136,81
,OTHER,,587,"196,580","155,636"
,TOTAL,,624,"210,344","166,381"
27615,AS,,2,251,201
,SG,,31,"13,430","10,624"
,80'S,,8,"1,055",844
,OTHER,,730,"621,701","494,739"
,TOTAL,,771,"636,437","506,408"
27618,SG,,115,"42,363","33,563"
,OTHER,,"1,086","338,820","267,013"
,TOTAL,,"1,201","381,183","300,576"
27619,SG,,64,"29,866","23,782"
,80'S,,1,99,79
,OTHER,,915,"464,513","368,452"
,TOTAL,,980,"494,478","392,312"
27620,AS,,13,668,534
,SG,,35,"19,981","15,642"
,80'S,,26,"1,398","1,070"
,OTHER,,350,"132,171","104,772"
,TOTAL,,424,"154,218","122,019"
27625,AS,,8,615,492
,SG,,16,"9,224","7,379"
,80'S,,15,"1,118",851
,OTHER,,152,"84,070","66,047"
,TOTAL,,191,"95,027","74,769"
27626,AS,,5,407,325
,SG,,17,"9,390","7,458"
,80'S,,23,"2,167","1,721"
,OTHER,,110,"67,774","53,966"
,TOTAL,,155,"79,738","63,471"
27630,SG,,93,"40,104","32,072"
,80'S,,2,94,75
,OTHER,,739,"224,493","176,363"
,TOTAL,,834,"264,691","208,511"
27635,SG,,44,"18,828","14,573"
,80'S,,1,58,46
,OTHER,,250,"137,950","109,160"
,TOTAL,,295,"156,836","123,779"
27637,AS,,2,148,115
,SG,,1,480,384
,80'S,,14,"1,000",800
,OTHER,,50,"28,059","22,411"
,TOTAL,,67,"29,686","23,709"
27638,AS,,5,533,426
,SG,,1,235,188
,80'S,,6,630,504
,OTHER,,68,"48,812","38,448"
,TOTAL,,80,"50,209","39,566"
27640,AS,,1,115,92
,SG,,46,"16,055","12,760"
,80'S,,3,395,316
,OTHER,,960,"794,588","626,568"
,TOTAL,,"1,010","811,153","639,736"
27641,SG,,18,"6,111","4,889"
,80'S,,9,981,785
,OTHER,,548,"350,466","275,514"
,TOTAL,,575,"357,558","281,187"
27645,AS,,2,218,174
,80'S,,4,444,355
,OTHER,,54,"47,828","37,859"
,TOTAL,,60,"48,490","38,388"
27646,AS,,1,136,109
,OTHER,,21,"18,632","14,565"
,TOTAL,,22,"18,768","14,673"
27647,AS,,1,107,86
,80'S,,7,"1,062",766
,OTHER,,116,"90,135","70,562"
,TOTAL,,124,"91,304","71,414"
27648,AS,,1,7,5
,OTHER,,158,"13,075","10,225"
,TOTAL,,159,"13,082","10,231"
27650,AS,,51,"4,953","3,955"
,SG,,137,"56,194","44,391"
,80'S,,65,"7,150","5,557"
,OTHER,,"1,025","698,577","550,955"
,TOTAL,,"1,278","766,874","604,858"
27652,SG,,16,"6,741","5,393"
,OTHER,,122,"90,844","71,418"
,TOTAL,,138,"97,585","76,811"
27654,AS,,22,"2,329","1,819"
,SG,,43,"15,481","12,240"
,80'S,,47,"5,664","4,494"
,OTHER,,484,"357,856","281,594"
,TOTAL,,596,"381,330","300,147"
27656,AS,,3,95,76
,SG,,2,850,680
,OTHER,,64,"18,450","14,697"
,TOTAL,,69,"19,395","15,452"
27658,AS,,20,867,667
,SG,,38,"8,771","6,930"
,80'S,,27,"1,090",853
,OTHER,,285,"80,346","63,321"
,TOTAL,,370,"91,073","71,771"
27659,AS,,14,742,594
,SG,,14,"3,896","3,116"
,80'S,,43,"2,265","1,802"
,OTHER,,148,"55,584","43,649"
,TOTAL,,219,"62,487","49,162"
27664,AS,,3,133,107
,SG,,16,"5,877","4,466"
,80'S,,4,213,170
,OTHER,,197,"58,159","46,146"
,TOTAL,,220,"64,383","50,889"
27665,AS,,7,268,215
,SG,,5,"1,893","1,514"
,80'S,,13,676,541
,OTHER,,86,"31,362","25,006"
,TOTAL,,111,"34,199","27,276"
27675,AS,,8,480,384
,SG,,20,"6,197","4,837"
,80'S,,13,696,557
,OTHER,,113,"46,695","36,880"
,TOTAL,,154,"54,068","42,659"
27676,AS,,2,123,99
,SG,,10,"3,885","3,108"
,80'S,,4,318,254
,OTHER,,38,"19,881","15,905"
,TOTAL,,54,"24,207","19,366"
27680,AS,,1,27,21
,SG,,24,"10,119","7,948"
,OTHER,,270,"82,978","65,616"
,TOTAL,,295,"93,124","73,585"
27681,SG,,1,219,175
,OTHER,,21,"8,576","6,710"
,TOTAL,,22,"8,795","6,885"
27685,AS,,112,"4,316","3,453"
,SG,,117,"43,756","34,507"
,80'S,,178,"8,045","6,408"
,OTHER,,"1,692","521,072","411,736"
,TOTAL,,"2,099","577,190","456,104"
27686,SG,,8,"2,895","2,116"
,80'S,,1,90,72
,OTHER,,245,"89,941","70,805"
,TOTAL,,254,"92,927","72,994"
27687,AS,,41,"1,461","1,169"
,SG,,28,"8,734","6,799"
,80'S,,83,"3,675","2,807"
,OTHER,,547,"163,061","129,308"
,TOTAL,,699,"176,930","140,083"
27690,AS,,56,"3,821","2,993"
,SG,,133,"70,192","55,241"
,80'S,,114,"8,634","6,842"
,OTHER,,"1,140","560,518","443,696"
,TOTAL,,"1,443","643,165","508,772"
27691,AS,,84,"6,928","5,543"
,SG,,108,"58,115","46,484"
,80'S,,123,"13,547","10,838"
,OTHER,,"1,003","643,698","507,445"
,TOTAL,,"1,318","722,288","570,310"
27692,AS,,22,361,289
,SG,,6,"1,930","1,544"
,80'S,,29,628,502
,OTHER,,190,"25,122","19,595"
,TOTAL,,247,"28,040","21,929"
27695,AS,,1,75,60
,SG,,22,"5,689","4,551"
,80'S,,3,218,175
,OTHER,,391,"128,484","100,806"
,TOTAL,,417,"134,466","105,592"
27696,SG,,7,"1,845","1,476"
,80'S,,1,106,85
,OTHER,,77,"35,353","27,366"
,TOTAL,,85,"37,304","28,927"
27698,AS,,32,"2,711","2,119"
,SG,,50,"15,928","12,742"
,80'S,,50,"5,053","3,977"
,OTHER,,423,"264,242","206,159"
,TOTAL,,555,"287,934","224,996"
27700,AS,,5,398,318
,SG,,34,"23,324","18,659"
,80'S,,9,949,759
,OTHER,,75,"45,258","35,918"
,TOTAL,,123,"69,928","55,655"
27702,AS,,31,"4,807","3,765"
,80'S,,90,"14,826","11,540"
,OTHER,,389,"387,506","306,553"
,TOTAL,,510,"407,140","321,858"
27703,AS,,5,677,462
,80'S,,6,"1,064",851
,OTHER,,41,"40,236","31,348"
,TOTAL,,52,"41,977","32,661"
27704,SG,,17,"6,200","4,960"
,80'S,,4,289,231
,OTHER,,152,"71,327","56,627"
,TOTAL,,173,"77,816","61,818"
27705,AS,,9,586,468
,SG,,6,"1,749","1,399"
,80'S,,29,"2,680","2,017"
,OTHER,,153,"88,484","69,043"
,TOTAL,,197,"93,498","72,928"
27707,SG,,5,"1,521","1,055"
,80'S,,4,226,181
,OTHER,,191,"44,713","35,178"
,TOTAL,,200,"46,460","36,414"
27709,AS,,2,155,124
,SG,,3,864,691
,80'S,,19,"1,799","1,439"
,OTHER,,95,"56,441","43,875"
,TOTAL,,119,"59,258","46,129"
27712,AS,,1,72,57
,80'S,,7,643,515
,OTHER,,23,"16,312","13,050"
,TOTAL,,31,"17,027","13,622"
27715,AS,,3,478,382
,SG,,1,599,479
,80'S,,3,539,431
,OTHER,,42,"40,608","30,177"
,TOTAL,,49,"42,224","31,469"
27720,AS,,30,"3,401","2,720"
,80'S,,29,"4,077","3,249"
,OTHER,,320,"269,925","214,558"
,TOTAL,,379,"277,403","220,528"
27722,AS,,5,598,474
,80'S,,6,770,616
,OTHER,,35,"27,687","22,150"
,TOTAL,,46,"29,056","23,240"
27724,AS,,35,"5,180","4,120"
,80'S,,52,"9,181","7,271"
,OTHER,,427,"455,405","359,564"
,TOTAL,,514,"469,766","370,955"
27725,AS,,2,249,199
,80'S,,6,988,791
,OTHER,,40,"40,955","32,098"
,TOTAL,,48,"42,193","33,088"
27727,OTHER,,3,"1,910","1,448"
,TOTAL,,3,"1,910","1,448"
27730,OTHER,,10,"4,145","3,316"
,TOTAL,,10,"4,145","3,316"
27732,OTHER,,2,432,345
,TOTAL,,2,432,345
27734,OTHER,,5,"1,652","1,322"
,TOTAL,,5,"1,652","1,322"
27742,80'S,,1,114,91
,TOTAL,,1,114,91
27745,AS,,4,298,239
,80'S,,4,447,358
,OTHER,,77,"46,959","36,893"
,TOTAL,,85,"47,704","37,489"
27750,SG,,1,154,123
,OTHER,,"4,413","1,198,756","936,473"
,TOTAL,,"4,414","1,198,910","936,596"
27752,SG,,5,"1,631","1,305"
,OTHER,,"3,289","1,382,190","1,091,735"
,TOTAL,,"3,294","1,383,821","1,093,039"
27756,AS,,16,"1,119",896
,SG,,2,733,587
,80'S,,13,"1,209",967
,OTHER,,361,"180,264","141,474"
,TOTAL,,392,"183,325","143,923"
27758,AS,,75,"8,622","6,729"
,SG,,3,"1,749","1,399"
,80'S,,70,"9,505","7,599"
,OTHER,,"1,105","928,530","737,003"
,TOTAL,,"1,253","948,406","752,730"
27759,AS,,171,"22,380","17,723"
,SG,,1,581,465
,80'S,,170,"26,618","20,654"
,OTHER,,"2,457","2,374,074","1,880,965"
,TOTAL,,"2,799","2,423,652","1,919,806"
27760,OTHER,,"3,111","760,600","589,033"
,TOTAL,,"3,111","760,600","589,033"
27762,OTHER,,297,"106,560","83,557"
,TOTAL,,297,"106,560","83,557"
27766,AS,,1,13,10
,SG,,55,"26,047","20,725"
,80'S,,2,162,129
,OTHER,,"1,347","649,565","510,463"
,TOTAL,,"1,405","675,786","531,328"
27780,80'S,,1,31,25
,OTHER,,"3,574","679,509","523,611"
,TOTAL,,"3,575","679,540","523,636"
27781,OTHER,,148,"43,412","33,955"
,TOTAL,,148,"43,412","33,955"
27784,SG,,3,"1,421","1,137"
,OTHER,,210,"79,555","62,815"
,TOTAL,,213,"80,976","63,952"
27786,AS,,1,37,30
,SG,,2,455,364
,OTHER,,"23,738","5,881,092","4,531,922"
,TOTAL,,"23,741","5,881,584","4,532,316"
27788,SG,,3,898,718
,OTHER,,"1,697","561,538","437,845"
,TOTAL,,"1,700","562,435","438,564"
27792,AS,,7,188,151
,SG,,110,"51,676","40,405"
,80'S,,11,911,649
,OTHER,,"3,835","1,966,550","1,550,775"
,TOTAL,,"3,963","2,019,325","1,591,980"
27808,OTHER,,"4,378","1,135,293","884,777"
,TOTAL,,"4,378","1,135,293","884,777"
27810,OTHER,,"2,000","794,850","625,639"
,TOTAL,,"2,000","794,850","625,639"
27814,AS,,536,"55,475","43,882"
,SG,,75,"35,250","28,076"
,80'S,,371,"45,658","36,307"
,OTHER,,"9,578","7,240,896","5,729,346"
,TOTAL,,"10,560","7,377,278","5,837,611"
27816,80'S,,1,45,36
,OTHER,,912,"238,102","185,720"
,TOTAL,,913,"238,147","185,757"
27818,SG,,2,624,499
,80'S,,2,125,100
,OTHER,,"1,116","472,189","370,980"
,TOTAL,,"1,120","472,938","371,579"
27822,AS,,292,"46,004","36,366"
,SG,,44,"21,036","16,822"
,80'S,,240,"46,327","36,820"
,OTHER,,"5,139","5,715,932","4,528,109"
,TOTAL,,"5,715","5,829,299","4,618,116"
27823,AS,,67,"12,248","9,748"
,SG,,4,"1,977","1,582"
,80'S,,51,"11,582","9,218"
,OTHER,,940,"1,224,933","967,517"
,TOTAL,,"1,062","1,250,740","988,064"
27824,SG,,2,609,487
,OTHER,,619,"163,669","127,289"
,TOTAL,,621,"164,278","127,776"
27825,SG,,2,615,492
,80'S,,4,220,176
,OTHER,,271,"116,338","92,433"
