HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,TOTAL,,37,"$19,893.49 ","$15,604.09 "
25443,SG,,2,"$1,379.59 ","$1,103.67 "
,80'S,,1,$148.97 ,$119.18 
,OTHER,,8,"$3,372.13 ","$2,389.23 "
,TOTAL,,11,"$4,900.69 ","$3,612.08 "
25444,SG,,1,$708.85 ,$567.08 
,OTHER,,4,"$1,890.44 ","$1,512.36 "
,TOTAL,,5,"$2,599.29 ","$2,079.44 "
25445,SG,,101,"$69,955.14 ","$54,501.48 "
,OTHER,,383,"$239,150.57 ","$188,102.07 "
,TOTAL,,484,"$309,105.71 ","$242,603.55 "
25446,AS,,11,"$1,653.96 ","$1,323.17 "
,SG,,5,"$4,844.85 ","$3,875.88 "
,80'S,,8,"$1,454.27 ","$1,163.41 "
,OTHER,,117,"$129,232.30 ","$101,925.44 "
,TOTAL,,141,"$137,185.38 ","$108,287.90 "
25447,AS,,747,"$63,367.38 ","$50,177.74 "
,SG,,"2,446","$1,712,055.18 ","$1,344,476.57 "
,80'S,,256,"$22,979.37 ","$18,132.29 "
,OTHER,,"7,432","$4,359,074.97 ","$3,426,344.41 "
,TOTAL,,"10,881","$6,157,476.90 ","$4,839,131.01 "
25449,AS,,6,$791.05 ,$632.83 
,SG,,15,"$10,469.01 ","$8,375.20 "
,80'S,,5,$715.61 ,$572.49 
,OTHER,,59,"$54,949.30 ","$42,683.01 "
,TOTAL,,85,"$66,924.97 ","$52,263.53 "
25450,OTHER,,1,$860.23 ,$688.18 
,TOTAL,,1,$860.23 ,$688.18 
25455,OTHER,,1,$937.74 ,$750.19 
,TOTAL,,1,$937.74 ,$750.19 
25490,80'S,,2,$245.97 ,$196.77 
,OTHER,,19,"$14,847.27 ","$11,197.82 "
,TOTAL,,21,"$15,093.24 ","$11,394.59 "
25491,AS,,1,$78.49 ,$62.79 
,80'S,,1,$78.49 ,$62.79 
,OTHER,,4,"$2,737.93 ","$2,190.34 "
,TOTAL,,6,"$2,894.91 ","$2,315.92 "
25492,OTHER,,4,"$4,013.77 ","$3,152.72 "
,TOTAL,,4,"$4,013.77 ","$3,152.72 "
25500,OTHER,,"1,799","$408,285.27 ","$316,899.68 "
,TOTAL,,"1,799","$408,285.27 ","$316,899.68 "
25505,SG,,15,"$4,804.47 ","$3,843.55 "
,OTHER,,566,"$239,717.98 ","$188,757.70 "
,TOTAL,,581,"$244,522.45 ","$192,601.25 "
25515,AS,,48,"$4,512.18 ","$3,603.29 "
,SG,,47,"$23,330.26 ","$18,584.15 "
,80'S,,31,"$3,494.98 ","$2,796.00 "
,OTHER,,576,"$381,311.92 ","$300,758.18 "
,TOTAL,,702,"$412,649.34 ","$325,741.62 "
25520,SG,,3,$982.17 ,$712.35 
,OTHER,,59,"$28,753.05 ","$22,414.83 "
,TOTAL,,62,"$29,735.22 ","$23,127.18 "
25525,AS,,8,$894.15 ,$715.33 
,SG,,9,"$5,756.41 ","$4,525.10 "
,80'S,,8,"$1,165.77 ",$932.60 
,OTHER,,181,"$152,779.94 ","$120,754.07 "
,TOTAL,,206,"$160,596.27 ","$126,927.10 "
25526,AS,,9,"$1,270.29 ",$936.24 
,SG,,3,"$1,779.58 ","$1,423.67 "
,80'S,,7,"$1,140.36 ",$912.29 
,OTHER,,80,"$84,322.83 ","$66,536.77 "
,TOTAL,,99,"$88,513.06 ","$69,808.97 "
25530,OTHER,,"2,434","$523,424.84 ","$403,100.90 "
,TOTAL,,"2,434","$523,424.84 ","$403,100.90 "
25535,SG,,3,$675.82 ,$540.66 
,OTHER,,284,"$113,127.46 ","$89,432.68 "
,TOTAL,,287,"$113,803.28 ","$89,973.34 "
25545,AS,,92,"$8,488.75 ","$6,790.97 "
,SG,,43,"$20,125.99 ","$16,001.53 "
,80'S,,40,"$4,285.03 ","$3,382.23 "
,OTHER,,908,"$582,547.02 ","$461,536.25 "
,TOTAL,,"1,083","$615,446.79 ","$487,710.98 "
25560,OTHER,,"1,893","$421,382.21 ","$326,346.68 "
,TOTAL,,"1,893","$421,382.21 ","$326,346.68 "
25565,SG,,26,"$10,947.07 ","$8,636.56 "
,OTHER,,"1,276","$580,462.34 ","$456,879.73 "
,TOTAL,,"1,302","$591,409.41 ","$465,516.29 "
25574,AS,,23,"$1,670.32 ","$1,329.82 "
,SG,,21,"$10,545.77 ","$8,356.62 "
,80'S,,13,"$1,136.03 ",$908.82 
,OTHER,,326,"$179,553.79 ","$142,086.56 "
,TOTAL,,383,"$192,905.91 ","$152,681.82 "
25575,AS,,96,"$10,046.43 ","$7,915.05 "
,SG,,17,"$8,316.38 ","$6,449.21 "
,80'S,,55,"$7,023.64 ","$5,483.57 "
,OTHER,,"1,099","$840,435.44 ","$664,896.72 "
,TOTAL,,"1,267","$865,821.89 ","$684,744.55 "
25600,OTHER,,"50,795","$12,504,041.34 ","$9,725,374.57 "
,TOTAL,,"50,795","$12,504,041.34 ","$9,725,374.57 "
25605,SG,,502,"$246,867.93 ","$195,191.86 "
,OTHER,,"35,890","$16,984,601.91 ","$13,391,449.07 "
,TOTAL,,"36,392","$17,231,469.84 ","$13,586,640.93 "
25611,AS,,2,$177.51 ,$142.01 
,SG,,"1,561","$780,529.76 ","$618,284.53 "
,OTHER,,"16,502","$10,373,606.96 ","$8,216,314.14 "
,TOTAL,,"18,065","$11,154,314.23 ","$8,834,740.68 "
25620,AS,,955,"$87,559.76 ","$69,334.23 "
,SG,,982,"$693,147.67 ","$548,604.72 "
,80'S,,396,"$41,580.96 ","$32,811.34 "
,OTHER,,"9,701","$6,306,055.29 ","$4,999,556.94 "
,TOTAL,,"12,034","$7,128,343.68 ","$5,650,307.23 "
25622,OTHER,,"2,842","$679,445.23 ","$526,095.22 "
,TOTAL,,"2,842","$679,445.23 ","$526,095.22 "
25624,SG,,2,$469.87 ,$375.90 
,OTHER,,129,"$54,175.60 ","$42,613.27 "
,TOTAL,,131,"$54,645.47 ","$42,989.17 "
25628,AS,,14,"$1,115.67 ",$820.02 
,SG,,28,"$13,212.70 ","$10,490.12 "
,80'S,,8,$725.50 ,$580.40 
,OTHER,,174,"$104,281.48 ","$82,005.82 "
,TOTAL,,224,"$119,335.35 ","$93,896.36 "
25630,OTHER,,"1,939","$515,488.40 ","$399,922.86 "
,TOTAL,,"1,939","$515,488.40 ","$399,922.86 "
25635,SG,,1,$336.24 ,$268.99 
,OTHER,,69,"$26,985.20 ","$20,815.63 "
,TOTAL,,70,"$27,321.44 ","$21,084.62 "
25645,AS,,2,$163.03 ,$130.42 
,SG,,11,"$5,114.77 ","$4,091.81 "
,80'S,,2,$223.80 ,$179.04 
,OTHER,,57,"$28,193.66 ","$22,553.27 "
,TOTAL,,72,"$33,695.26 ","$26,954.54 "
25650,OTHER,,"1,117","$278,926.59 ","$218,209.55 "
,TOTAL,,"1,117","$278,926.59 ","$218,209.55 "
25651,OTHER,,75,"$16,663.69 ","$13,330.91 "
,TOTAL,,75,"$16,663.69 ","$13,330.91 "
25652,OTHER,,107,"$35,377.27 ","$27,785.03 "
,TOTAL,,107,"$35,377.27 ","$27,785.03 "
25660,SG,,3,"$1,001.33 ",$801.06 
,OTHER,,267,"$49,085.26 ","$38,059.80 "
,TOTAL,,270,"$50,086.59 ","$38,860.86 "
25670,AS,,7,$476.97 ,$313.86 
,SG,,9,"$3,092.65 ","$2,311.68 "
,80'S,,4,$319.44 ,$178.36 
,OTHER,,109,"$49,909.94 ","$39,621.56 "
,TOTAL,,129,"$53,799.00 ","$42,425.46 "
25671,SG,,8,"$2,025.33 ","$1,540.25 "
,OTHER,,68,"$19,068.56 ","$15,254.85 "
,TOTAL,,76,"$21,093.89 ","$16,795.10 "
25675,AS,,1,$31.99 ,$25.59 
,SG,,5,"$1,455.73 ","$1,164.59 "
,OTHER,,132,"$43,176.02 ","$34,237.46 "
,TOTAL,,138,"$44,663.74 ","$35,427.64 "
25676,AS,,2,$145.47 ,$116.38 
,SG,,10,"$2,451.36 ","$1,961.07 "
,80'S,,2,$109.90 ,$87.92 
,OTHER,,71,"$29,893.88 ","$23,883.29 "
,TOTAL,,85,"$32,600.61 ","$26,048.66 "
25680,SG,,6,"$2,648.62 ","$2,118.90 "
,OTHER,,205,"$86,447.37 ","$67,721.03 "
,TOTAL,,211,"$89,095.99 ","$69,839.93 "
25685,AS,,4,$393.55 ,$314.84 
,SG,,4,"$1,764.54 ","$1,284.27 "
,80'S,,2,$242.39 ,$193.92 
,OTHER,,34,"$23,413.37 ","$18,730.72 "
,TOTAL,,44,"$25,813.85 ","$20,523.75 "
25690,SG,,2,$646.45 ,$517.16 
,OTHER,,29,"$11,475.26 ","$9,129.79 "
,TOTAL,,31,"$12,121.71 ","$9,646.95 "
25695,AS,,2,$137.88 ,$110.30 
,SG,,4,$926.60 ,$741.29 
,80'S,,1,$127.94 ,$102.35 
,OTHER,,42,"$24,028.46 ","$18,845.93 "
,TOTAL,,49,"$25,220.88 ","$19,799.87 "
25800,AS,,42,"$4,128.80 ","$3,252.87 "
,SG,,37,"$21,388.70 ","$17,110.93 "
,80'S,,20,"$2,150.47 ","$1,720.36 "
,OTHER,,380,"$251,043.51 ","$197,509.56 "
,TOTAL,,479,"$278,711.48 ","$219,593.72 "
25805,AS,,9,"$1,071.69 ",$857.36 
,SG,,9,"$5,902.74 ","$4,642.20 "
,80'S,,5,$638.11 ,$510.49 
,OTHER,,76,"$60,355.14 ","$47,614.39 "
,TOTAL,,99,"$67,967.68 ","$53,624.44 "
25810,AS,,52,"$5,409.27 ","$4,315.51 "
,SG,,60,"$41,975.07 ","$33,247.66 "
,80'S,,27,"$3,417.63 ","$2,620.75 "
,OTHER,,544,"$398,157.44 ","$311,804.69 "
,TOTAL,,683,"$448,959.41 ","$351,988.61 "
25820,AS,,37,"$2,862.27 ","$2,254.24 "
,SG,,34,"$19,555.46 ","$15,585.60 "
,80'S,,10,$848.07 ,$678.46 
,OTHER,,225,"$123,350.01 ","$96,405.91 "
,TOTAL,,306,"$146,615.81 ","$114,924.21 "
25825,AS,,39,"$3,601.69 ","$2,818.69 "
,SG,,96,"$67,083.52 ","$51,175.82 "
,80'S,,23,"$2,614.08 ","$2,011.26 "
,OTHER,,506,"$355,239.35 ","$277,332.74 "
,TOTAL,,664,"$428,538.64 ","$333,338.51 "
25830,AS,,16,"$2,154.49 ","$1,723.59 "
,SG,,12,"$8,590.81 ","$6,872.63 "
,80'S,,5,$785.77 ,$628.61 
,OTHER,,91,"$88,713.28 ","$69,252.11 "
,TOTAL,,124,"$100,244.35 ","$78,476.94 "
25900,AS,,2,$228.29 ,$182.63 
,80'S,,2,$353.24 ,$282.59 
,OTHER,,244,"$184,697.12 ","$146,453.75 "
,TOTAL,,248,"$185,278.65 ","$146,918.97 "
25905,AS,,1,$131.39 ,$105.11 
,80'S,,1,$78.22 ,$62.58 
,OTHER,,23,"$19,445.11 ","$15,556.10 "
,TOTAL,,25,"$19,654.72 ","$15,723.79 "
25907,AS,,2,$224.59 ,$179.67 
,SG,,1,$469.24 ,$375.39 
,80'S,,2,$265.00 ,$202.80 
,OTHER,,15,"$11,194.72 ","$8,955.79 "
,TOTAL,,20,"$12,153.55 ","$9,713.65 "
25909,AS,,1,$117.12 ,$93.70 
,80'S,,1,$143.79 ,$103.53 
,OTHER,,24,"$18,735.95 ","$14,988.76 "
,TOTAL,,26,"$18,996.86 ","$15,185.99 "
25920,AS,,1,$45.16 ,$36.13 
,80'S,,1,$115.45 ,$92.36 
,OTHER,,79,"$48,200.51 ","$38,047.83 "
,TOTAL,,81,"$48,361.12 ","$38,176.32 "
25924,OTHER,,4,"$1,774.51 ","$1,419.61 "
,TOTAL,,4,"$1,774.51 ","$1,419.61 "
25927,OTHER,,92,"$68,706.90 ","$54,393.23 "
,TOTAL,,92,"$68,706.90 ","$54,393.23 "
25929,OTHER,,9,"$4,172.50 ","$3,338.01 "
,TOTAL,,9,"$4,172.50 ","$3,338.01 "
25931,OTHER,,13,"$8,458.93 ","$6,767.12 "
,TOTAL,,13,"$8,458.93 ","$6,767.12 "
25999,AS,,3,$270.20 ,$216.16 
,80'S,,2,$251.30 ,$201.04 
,OTHER,,201,"$90,616.89 ","$72,385.36 "
,TOTAL,,206,"$91,138.39 ","$72,802.56 "
26010,OTHER,,"3,344","$558,911.46 ","$430,782.13 "
,TOTAL,,"3,344","$558,911.46 ","$430,782.13 "
26011,SG,,138,"$40,507.25 ","$31,680.25 "
,OTHER,,"2,197","$550,523.61 ","$432,743.75 "
,TOTAL,,"2,335","$591,030.86 ","$464,424.00 "
26020,SG,,58,"$21,232.30 ","$16,985.79 "
,OTHER,,"1,769","$599,844.84 ","$474,535.43 "
,TOTAL,,"1,827","$621,077.14 ","$491,521.22 "
26025,AS,,1,$48.66 ,$38.93 
,SG,,8,"$2,507.40 ","$1,693.01 "
,80'S,,1,$60.58 ,$48.46 
,OTHER,,369,"$133,099.45 ","$104,971.68 "
,TOTAL,,379,"$135,716.09 ","$106,752.08 "
26030,SG,,6,"$2,471.51 ","$1,977.20 "
,80'S,,2,$119.99 ,$95.99 
,OTHER,,223,"$85,631.80 ","$67,854.55 "
,TOTAL,,231,"$88,223.30 ","$69,927.74 "
26034,SG,,50,"$19,733.90 ","$15,783.95 "
,OTHER,,496,"$224,620.94 ","$178,508.85 "
,TOTAL,,546,"$244,354.84 ","$194,292.80 "
26035,SG,,3,"$1,939.08 ","$1,551.27 "
,OTHER,,98,"$59,819.12 ","$47,288.17 "
,TOTAL,,101,"$61,758.20 ","$48,839.44 "
26037,AS,,5,$245.58 ,$196.47 
,SG,,9,"$4,076.31 ","$3,249.95 "
,80'S,,2,$128.65 ,$102.92 
,OTHER,,273,"$113,824.32 ","$90,594.39 "
,TOTAL,,289,"$118,274.86 ","$94,143.73 "
26040,SG,,304,"$171,851.03 ","$135,904.50 "
,OTHER,,456,"$117,510.80 ","$91,780.69 "
,TOTAL,,760,"$289,361.83 ","$227,685.19 "
26045,SG,,415,"$187,915.96 ","$148,100.07 "
,OTHER,,"1,026","$395,295.29 ","$312,965.77 "
,TOTAL,,"1,441","$583,211.25 ","$461,065.84 "
26055,SG,,"17,614","$6,382,709.08 ","$5,036,756.47 "
,OTHER,,"51,887","$11,408,920.31 ","$8,959,489.41 "
,TOTAL,,"69,501","$17,791,629.39 ","$13,996,245.88 "
26060,AS,,1,$15.99 ,$12.79 
,SG,,25,"$8,114.73 ","$6,447.36 "
,OTHER,,170,"$28,739.26 ","$22,745.24 "
,TOTAL,,196,"$36,869.98 ","$29,205.39 "
26070,SG,,38,"$14,312.32 ","$11,322.80 "
,OTHER,,383,"$82,412.61 ","$63,828.32 "
,TOTAL,,421,"$96,724.93 ","$75,151.12 "
26075,SG,,46,"$26,300.88 ","$20,960.71 "
,OTHER,,593,"$140,010.19 ","$109,966.27 "
,TOTAL,,639,"$166,311.07 ","$130,926.98 "
26080,SG,,228,"$132,654.42 ","$105,124.24 "
,OTHER,,"1,183","$346,462.46 ","$273,456.50 "
,TOTAL,,"1,411","$479,116.88 ","$378,580.74 "
26100,SG,,5,"$1,546.73 ","$1,237.38 "
,OTHER,,45,"$9,684.81 ","$7,455.84 "
,TOTAL,,50,"$11,231.54 ","$8,693.22 "
26105,AS,,1,$40.18 ,$32.14 
,SG,,12,"$2,620.04 ","$2,083.29 "
,OTHER,,98,"$21,364.78 ","$17,035.04 "
,TOTAL,,111,"$24,025.00 ","$19,150.47 "
26110,SG,,107,"$28,526.53 ","$22,626.80 "
,OTHER,,438,"$110,351.60 ","$87,470.60 "
,TOTAL,,545,"$138,878.13 ","$110,097.40 "
26115,SG,,"1,639","$636,342.31 ","$503,529.02 "
,OTHER,,"5,372","$1,705,889.18 ","$1,344,829.98 "
,TOTAL,,"7,011","$2,342,231.49 ","$1,848,359.00 "
26116,SG,,"1,455","$562,187.05 ","$443,365.19 "
,OTHER,,"5,176","$2,114,203.58 ","$1,667,082.22 "
,TOTAL,,"6,631","$2,676,390.63 ","$2,110,447.41 "
26117,SG,,77,"$35,931.84 ","$28,693.20 "
,OTHER,,435,"$233,062.76 ","$184,758.54 "
,TOTAL,,512,"$268,994.60 ","$213,451.74 "
26121,SG,,512,"$303,018.91 ","$240,062.78 "
,OTHER,,"2,204","$1,147,670.25 ","$903,049.31 "
,TOTAL,,"2,716","$1,450,689.16 ","$1,143,112.09 "
26123,SG,,"3,110","$1,829,558.31 ","$1,442,767.97 "
,OTHER,,"9,169","$6,473,695.18 ","$5,117,877.91 "
,TOTAL,,"12,279","$8,303,253.49 ","$6,560,645.88 "
26125,SG,,"1,603","$615,126.75 ","$488,159.62 "
,OTHER,,"4,877","$1,350,366.20 ","$1,071,247.02 "
,TOTAL,,"6,480","$1,965,492.95 ","$1,559,406.64 "
26130,SG,,37,"$15,369.60 ","$12,176.51 "
,OTHER,,140,"$42,939.95 ","$34,284.66 "
,TOTAL,,177,"$58,309.55 ","$46,461.17 "
26135,AS,,9,$494.40 ,$395.53 
,SG,,174,"$83,183.46 ","$64,517.12 "
,80'S,,2,$80.83 ,$64.67 
,OTHER,,687,"$247,232.07 ","$194,666.63 "
,TOTAL,,872,"$330,990.76 ","$259,643.95 "
26140,SG,,171,"$58,673.57 ","$46,047.13 "
,OTHER,,583,"$233,100.78 ","$183,946.32 "
,TOTAL,,754,"$291,774.35 ","$229,993.45 "
26145,SG,,"1,534","$655,610.15 ","$517,480.12 "
,OTHER,,"4,312","$1,770,836.63 ","$1,398,740.56 "
,TOTAL,,"5,846","$2,426,446.78 ","$1,916,220.68 "
26160,SG,,"4,149","$1,989,772.11 ","$1,573,214.51 "
,OTHER,,"12,334","$3,558,380.29 ","$2,798,352.59 "
,TOTAL,,"16,483","$5,548,152.40 ","$4,371,567.10 "
26170,SG,,24,"$9,272.62 ","$7,178.41 "
,OTHER,,127,"$29,786.16 ","$23,521.78 "
,TOTAL,,151,"$39,058.78 ","$30,700.19 "
26180,SG,,52,"$20,044.70 ","$15,500.53 "
,80'S,,1,$72.05 ,$57.64 
,OTHER,,174,"$49,421.79 ","$39,038.99 "
,TOTAL,,227,"$69,538.54 ","$54,597.16 "
26185,AS,,2,$104.86 ,$83.89 
,SG,,5,"$2,760.50 ","$2,208.40 "
,80'S,,1,$52.93 ,$42.34 
,OTHER,,39,"$12,074.56 ","$9,596.37 "
,TOTAL,,47,"$14,992.85 ","$11,931.00 "
26200,SG,,70,"$25,290.18 ","$20,108.01 "
,OTHER,,199,"$71,003.95 ","$56,109.45 "
,TOTAL,,269,"$96,294.13 ","$76,217.46 "
26205,OTHER,,15,"$8,220.45 ","$5,775.19 "
,TOTAL,,15,"$8,220.45 ","$5,775.19 "
26210,SG,,540,"$201,444.92 ","$158,709.15 "
,OTHER,,"1,184","$420,966.20 ","$332,917.36 "
,TOTAL,,"1,724","$622,411.12 ","$491,626.51 "
26215,SG,,19,"$7,558.00 ","$5,966.40 "
,OTHER,,48,"$22,425.76 ","$17,940.61 "
,TOTAL,,67,"$29,983.76 ","$23,907.01 "
26230,AS,,1,$58.78 ,$47.02 
,SG,,50,"$47,474.24 ","$37,899.35 "
,80'S,,1,$75.78 ,$60.62 
,OTHER,,211,"$81,661.71 ","$64,096.64 "
,TOTAL,,263,"$129,270.51 ","$102,103.63 "
26235,AS,,4,$255.76 ,$204.60 
,SG,,119,"$48,859.45 ","$36,297.37 "
,80'S,,3,$288.94 ,$231.14 
,OTHER,,445,"$174,697.03 ","$138,059.07 "
,TOTAL,,571,"$224,101.18 ","$174,792.18 "
26236,SG,,162,"$74,643.65 ","$59,148.44 "
,OTHER,,786,"$289,417.61 ","$228,195.11 "
,TOTAL,,948,"$364,061.26 ","$287,343.55 "
26250,SG,,6,"$2,673.93 ","$2,059.14 "
,80'S,,1,$46.93 ,$37.54 
,OTHER,,22,"$10,357.54 ","$8,232.32 "
,TOTAL,,29,"$13,078.40 ","$10,329.00 "
26255,OTHER,,5,"$3,818.23 ","$3,054.59 "
,TOTAL,,5,"$3,818.23 ","$3,054.59 "
26260,SG,,10,"$4,794.14 ","$3,835.31 "
,OTHER,,32,"$15,652.58 ","$12,522.04 "
,TOTAL,,42,"$20,446.72 ","$16,357.35 "
26261,SG,,2,"$1,006.42 ",$805.14 
,OTHER,,4,"$2,507.72 ","$2,006.18 "
,TOTAL,,6,"$3,514.14 ","$2,811.32 "
26262,SG,,7,"$2,677.93 ","$2,142.33 "
,OTHER,,34,"$13,692.46 ","$10,881.84 "
,TOTAL,,41,"$16,370.39 ","$13,024.17 "
26320,SG,,101,"$31,661.34 ","$24,929.73 "
,OTHER,,581,"$138,132.91 ","$109,607.16 "
,TOTAL,,682,"$169,794.25 ","$134,536.89 "
26340,OTHER,,"1,280","$203,587.53 ","$162,076.27 "
,TOTAL,,"1,280","$203,587.53 ","$162,076.27 "
26350,SG,,108,"$23,843.73 ","$18,773.85 "
,OTHER,,838,"$637,689.64 ","$507,593.24 "
,TOTAL,,946,"$661,533.37 ","$526,367.09 "
26352,AS,,3,$336.34 ,$269.07 
,SG,,11,"$6,211.04 ","$4,915.08 "
,80'S,,1,$182.34 ,$145.87 
,OTHER,,44,"$40,381.30 ","$32,225.05 "
,TOTAL,,59,"$47,111.02 ","$37,555.07 "
26356,SG,,150,"$77,678.96 ","$60,271.65 "
,OTHER,,"1,170","$1,046,225.16 ","$827,068.72 "
,TOTAL,,"1,320","$1,123,904.12 ","$887,340.37 "
26357,SG,,19,"$10,783.44 ","$7,995.36 "
,OTHER,,77,"$68,200.55 ","$54,480.39 "
,TOTAL,,96,"$78,983.99 ","$62,475.75 "
26358,AS,,2,$300.10 ,$240.08 
,SG,,7,"$3,753.26 ","$3,002.61 "
,80'S,,3,$537.66 ,$430.13 
,OTHER,,45,"$46,101.18 ","$36,469.81 "
,TOTAL,,57,"$50,692.20 ","$40,142.63 "
26370,AS,,1,$127.65 ,$102.12 
,SG,,81,"$41,656.92 ","$33,165.56 "
,OTHER,,278,"$247,130.96 ","$194,168.82 "
,TOTAL,,360,"$288,915.53 ","$227,436.50 "
26372,AS,,3,$436.10 ,$348.87 
,SG,,8,"$4,309.12 ","$3,447.30 "
,OTHER,,18,"$18,916.36 ","$15,133.09 "
,TOTAL,,29,"$23,661.58 ","$18,929.26 "
26373,AS,,1,$156.31 ,$125.05 
,SG,,7,"$2,497.86 ","$1,998.28 "
,OTHER,,17,"$16,501.00 ","$13,200.80 "
,TOTAL,,25,"$19,155.17 ","$15,324.13 "
26390,AS,,2,$269.71 ,$215.77 
,SG,,9,"$5,504.44 ","$4,078.65 "
,80'S,,5,$587.14 ,$469.71 
,OTHER,,57,"$43,445.76 ","$33,970.52 "
,TOTAL,,73,"$49,807.05 ","$38,734.65 "
26392,SG,,6,"$2,521.16 ","$2,016.92 "
,80'S,,1,$219.66 ,$175.73 
,OTHER,,32,"$33,938.97 ","$24,918.30 "
,TOTAL,,39,"$36,679.79 ","$27,110.95 "
26410,SG,,175,"$71,959.84 ","$56,299.35 "
,OTHER,,"1,437","$868,850.30 ","$687,645.16 "
,TOTAL,,"1,612","$940,810.14 ","$743,944.51 "
26412,SG,,25,"$9,393.55 ","$7,514.82 "
,80'S,,3,$237.63 ,$190.11 
,OTHER,,111,"$72,422.57 ","$57,884.82 "
,TOTAL,,139,"$82,053.75 ","$65,589.75 "
26415,SG,,7,"$3,684.36 ","$2,947.50 "
,OTHER,,37,"$13,897.30 ","$10,207.28 "
,TOTAL,,44,"$17,581.66 ","$13,154.78 "
26416,SG,,2,$738.61 ,$590.89 
,OTHER,,11,"$4,159.14 ","$3,311.30 "
,TOTAL,,13,"$4,897.75 ","$3,902.19 "
26418,SG,,435,"$233,310.28 ","$184,486.22 "
,OTHER,,"2,727","$1,646,893.72 ","$1,300,491.82 "
,TOTAL,,"3,162","$1,880,204.00 ","$1,484,978.04 "
26420,AS,,1,$115.68 ,$92.54 
,SG,,18,"$10,295.10 ","$8,156.11 "
,80'S,,6,$609.99 ,$487.98 
,OTHER,,78,"$58,372.74 ","$46,584.53 "
,TOTAL,,103,"$69,393.51 ","$55,321.16 "
26426,SG,,126,"$53,402.02 ","$42,721.62 "
,OTHER,,440,"$316,653.65 ","$250,918.63 "
,TOTAL,,566,"$370,055.67 ","$293,640.25 "
26428,SG,,8,"$3,453.80 ","$2,763.04 "
,OTHER,,12,"$9,804.73 ","$7,800.37 "
,TOTAL,,20,"$13,258.53 ","$10,563.41 "
26432,SG,,43,"$20,652.67 ","$16,057.50 "
,OTHER,,576,"$342,437.47 ","$267,946.23 "
,TOTAL,,619,"$363,090.14 ","$284,003.73 "
26433,SG,,77,"$35,175.80 ","$27,375.11 "
,OTHER,,372,"$222,717.09 ","$175,662.10 "
,TOTAL,,449,"$257,892.89 ","$203,037.21 "
26434,SG,,3,"$1,267.66 ","$1,014.13 "
,OTHER,,12,"$8,348.33 ","$6,240.42 "
,TOTAL,,15,"$9,615.99 ","$7,254.55 "
26437,AS,,1,$47.96 ,$38.37 
,SG,,210,"$78,931.18 ","$62,771.89 "
,OTHER,,"1,221","$647,714.67 ","$516,726.37 "
,TOTAL,,"1,432","$726,693.81 ","$579,536.63 "
26440,SG,,288,"$115,170.49 ","$90,843.15 "
,OTHER,,"1,280","$893,501.78 ","$705,961.19 "
,TOTAL,,"1,568","$1,008,672.27 ","$796,804.34 "
26442,SG,,75,"$29,708.61 ","$23,629.95 "
,OTHER,,401,"$340,584.98 ","$271,170.48 "
,TOTAL,,476,"$370,293.59 ","$294,800.43 "
26445,SG,,207,"$74,783.47 ","$59,224.47 "
,OTHER,,840,"$482,629.10 ","$380,064.84 "
,TOTAL,,"1,047","$557,412.57 ","$439,289.31 "
26449,AS,,1,$124.39 ,$99.51 
,SG,,22,"$8,263.71 ","$6,610.95 "
,OTHER,,165,"$126,245.55 ","$100,996.42 "
,TOTAL,,188,"$134,633.65 ","$107,706.88 "
26450,AS,,2,$89.66 ,$71.73 
,SG,,20,"$7,598.80 ","$6,079.03 "
,80'S,,1,$82.85 ,$66.28 
,OTHER,,262,"$73,006.27 ","$56,772.47 "
,TOTAL,,285,"$80,777.58 ","$62,989.51 "
26455,SG,,130,"$50,045.01 ","$39,661.15 "
,80'S,,5,$299.61 ,$239.68 
,OTHER,,406,"$111,435.86 ","$88,595.46 "
,TOTAL,,541,"$161,780.48 ","$128,496.29 "
26460,SG,,55,"$20,224.21 ","$16,099.33 "
,OTHER,,263,"$67,847.26 ","$53,231.17 "
,TOTAL,,318,"$88,071.47 ","$69,330.50 "
26471,SG,,43,"$12,797.94 ","$10,238.36 "
,80'S,,7,$567.31 ,$453.85 
,OTHER,,243,"$123,697.38 ","$96,539.65 "
,TOTAL,,293,"$137,062.63 ","$107,231.86 "
26474,AS,,2,$185.04 ,$148.03 
,SG,,8,"$2,283.53 ","$1,826.84 "
,OTHER,,41,"$21,582.01 ","$17,265.62 "
,TOTAL,,51,"$24,050.58 ","$19,240.49 "
26476,SG,,4,$823.19 ,$658.55 
,OTHER,,68,"$27,773.56 ","$21,283.36 "
,TOTAL,,72,"$28,596.75 ","$21,941.91 "
26477,SG,,20,"$3,503.61 ","$2,802.86 "
,OTHER,,100,"$43,931.80 ","$34,965.10 "
,TOTAL,,120,"$47,435.41 ","$37,767.96 "
26478,AS,,2,$103.60 ,$82.89 
,SG,,41,"$8,526.89 ","$6,700.45 "
,OTHER,,248,"$110,566.42 ","$87,466.60 "
,TOTAL,,291,"$119,196.91 ","$94,249.94 "
26479,SG,,2,$336.50 ,$269.20 
,OTHER,,22,"$10,072.45 ","$8,012.28 "
,TOTAL,,24,"$10,408.95 ","$8,281.48 "
26480,AS,,23,"$2,714.20 ","$2,171.39 "
,SG,,566,"$180,436.84 ","$142,980.29 "
,80'S,,22,"$2,937.47 ","$2,349.97 "
