HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,OTHER,,24,"$13,873.08 ","$10,772.53 "
,TOTAL,,32,"$14,546.27 ","$11,311.09 "
22114,AS,,33,"$2,622.08 ","$2,097.59 "
,80'S,,20,"$1,663.60 ","$1,330.84 "
,OTHER,,96,"$52,751.95 ","$41,925.71 "
,TOTAL,,149,"$57,037.63 ","$45,354.14 "
22116,AS,,15,$278.09 ,$222.49 
,80'S,,23,$467.34 ,$373.85 
,OTHER,,141,"$16,674.74 ","$13,339.75 "
,TOTAL,,179,"$17,420.17 ","$13,936.09 "
22206,AS,,20,"$5,446.31 ","$4,357.06 "
,80'S,,11,"$3,487.96 ","$2,790.37 "
,OTHER,,71,"$132,509.93 ","$106,008.00 "
,TOTAL,,102,"$141,444.20 ","$113,155.43 "
22207,AS,,57,"$16,093.42 ","$12,874.73 "
,80'S,,52,"$17,003.22 ","$13,602.55 "
,OTHER,,248,"$466,376.21 ","$360,815.13 "
,TOTAL,,357,"$499,472.85 ","$387,292.41 "
22208,AS,,102,"$7,591.59 ","$6,073.28 "
,80'S,,10,$902.61 ,$722.12 
,OTHER,,167,"$89,781.72 ","$71,825.40 "
,TOTAL,,279,"$98,275.92 ","$78,620.80 "
22210,AS,,42,"$9,352.01 ","$7,295.47 "
,80'S,,21,"$5,006.25 ","$3,812.85 "
,OTHER,,132,"$199,435.83 ","$153,375.85 "
,TOTAL,,195,"$213,794.09 ","$164,484.17 "
22212,AS,,98,"$11,772.94 ","$9,418.37 "
,80'S,,88,"$11,571.66 ","$9,128.07 "
,OTHER,,368,"$322,439.22 ","$257,439.66 "
,TOTAL,,554,"$345,783.82 ","$275,986.10 "
22214,AS,,707,"$74,684.83 ","$59,358.66 "
,80'S,,478,"$56,688.73 ","$44,876.60 "
,OTHER,,"1,845","$1,415,903.09 ","$1,124,444.77 "
,TOTAL,,"3,030","$1,547,276.65 ","$1,228,680.03 "
22216,AS,,"1,023","$49,694.47 ","$39,567.02 "
,80'S,,717,"$40,923.93 ","$32,663.27 "
,OTHER,,"2,741","$973,760.22 ","$776,119.06 "
,TOTAL,,"4,481","$1,064,378.62 ","$848,349.35 "
22220,AS,,32,"$4,718.19 ","$3,774.56 "
,80'S,,30,"$5,982.91 ","$4,612.52 "
,OTHER,,155,"$174,685.65 ","$137,955.09 "
,TOTAL,,217,"$185,386.75 ","$146,342.17 "
22222,AS,,6,$862.52 ,$690.02 
,80'S,,5,$685.70 ,$548.57 
,OTHER,,43,"$19,231.41 ","$15,202.51 "
,TOTAL,,54,"$20,779.63 ","$16,441.10 "
22224,AS,,75,"$10,670.61 ","$8,495.78 "
,80'S,,46,"$7,255.17 ","$5,804.05 "
,OTHER,,263,"$266,138.05 ","$210,269.17 "
,TOTAL,,384,"$284,063.83 ","$224,569.00 "
22226,AS,,77,"$3,804.04 ","$3,043.23 "
,80'S,,66,"$3,872.04 ","$3,013.75 "
,OTHER,,337,"$114,799.91 ","$91,056.23 "
,TOTAL,,480,"$122,475.99 ","$97,113.21 "
22305,OTHER,,"2,794","$416,379.74 ","$324,953.97 "
,TOTAL,,"2,794","$416,379.74 ","$324,953.97 "
22310,OTHER,,"9,437","$2,201,767.15 ","$1,734,224.41 "
,TOTAL,,"9,437","$2,201,767.15 ","$1,734,224.41 "
22315,OTHER,,646,"$421,582.10 ","$333,444.44 "
,TOTAL,,646,"$421,582.10 ","$333,444.44 "
22318,AS,,142,"$26,303.13 ","$21,042.45 "
,80'S,,109,"$24,082.36 ","$19,257.07 "
,OTHER,,655,"$895,505.97 ","$713,701.27 "
,TOTAL,,906,"$945,891.46 ","$754,000.79 "
22319,AS,,4,$706.58 ,$565.26 
,80'S,,7,"$1,507.11 ","$1,205.70 "
,OTHER,,27,"$39,236.84 ","$31,322.91 "
,TOTAL,,38,"$41,450.53 ","$33,093.87 "
22325,AS,,566,"$56,623.02 ","$45,167.32 "
,80'S,,295,"$34,126.82 ","$26,955.61 "
,OTHER,,"1,675","$1,271,305.50 ","$1,010,514.41 "
,TOTAL,,"2,536","$1,362,055.34 ","$1,082,637.34 "
22326,AS,,209,"$27,396.72 ","$21,896.84 "
,80'S,,162,"$25,066.69 ","$19,891.64 "
,OTHER,,"1,030","$959,409.29 ","$763,661.85 "
,TOTAL,,"1,401","$1,011,872.70 ","$805,450.33 "
22327,AS,,151,"$22,454.61 ","$17,716.44 "
,80'S,,109,"$17,252.01 ","$13,727.90 "
,OTHER,,692,"$740,368.71 ","$586,227.51 "
,TOTAL,,952,"$780,075.33 ","$617,671.85 "
22328,AS,,319,"$11,845.48 ","$9,476.06 "
,80'S,,108,"$4,432.10 ","$3,545.66 "
,OTHER,,722,"$193,065.65 ","$154,312.79 "
,TOTAL,,"1,149","$209,343.23 ","$167,334.51 "
22505,SG,,67,"$31,148.92 ","$23,999.96 "
,OTHER,,946,"$248,039.57 ","$197,673.58 "
,TOTAL,,"1,013","$279,188.49 ","$221,673.54 "
22520,AS,,1,$36.20 ,$28.96 
,SG,,112,"$139,500.89 ","$111,384.54 "
,OTHER,,"14,971","$11,609,043.21 ","$9,257,088.49 "
,TOTAL,,"15,084","$11,748,580.30 ","$9,368,501.99 "
22521,SG,,132,"$164,058.50 ","$131,082.33 "
,OTHER,,"15,501","$11,459,731.03 ","$9,138,982.19 "
,TOTAL,,"15,633","$11,623,789.53 ","$9,270,064.52 "
22522,SG,,57,"$37,204.16 ","$29,763.25 "
,OTHER,,"7,342","$1,783,016.64 ","$1,421,890.57 "
,TOTAL,,"7,399","$1,820,220.80 ","$1,451,653.82 "
22523,AS,,1,$71.71 ,$57.37 
,SG,,10,"$32,586.71 ","$26,069.38 "
,OTHER,,"24,078","$13,760,242.39 ","$10,958,977.54 "
,TOTAL,,"24,089","$13,792,900.81 ","$10,985,104.29 "
22524,SG,,18,"$54,700.99 ","$43,760.78 "
,OTHER,,"26,430","$13,711,535.26 ","$10,926,298.20 "
,TOTAL,,"26,448","$13,766,236.25 ","$10,970,058.98 "
22525,AS,,1,$32.09 ,$25.67 
,SG,,8,"$13,194.29 ","$10,555.44 "
,OTHER,,"13,141","$3,405,683.53 ","$2,719,257.02 "
,TOTAL,,"13,150","$3,418,909.91 ","$2,729,838.13 "
22526,SG,,28,"$17,022.54 ","$13,605.50 "
,OTHER,,286,"$212,640.66 ","$168,923.81 "
,TOTAL,,314,"$229,663.20 ","$182,529.31 "
22527,SG,,2,"$1,155.08 ",$924.06 
,OTHER,,128,"$77,941.05 ","$61,419.94 "
,TOTAL,,130,"$79,096.13 ","$62,344.00 "
22532,AS,,31,"$4,785.72 ","$3,828.60 "
,80'S,,37,"$6,284.63 ","$5,027.66 "
,OTHER,,197,"$198,398.25 ","$158,542.23 "
,TOTAL,,265,"$209,468.60 ","$167,398.49 "
22533,AS,,497,"$73,805.53 ","$58,828.75 "
,80'S,,177,"$34,203.11 ","$27,276.72 "
,OTHER,,"1,103","$1,241,547.44 ","$984,678.28 "
,TOTAL,,"1,777","$1,349,556.08 ","$1,070,783.75 "
22534,AS,,295,"$13,891.64 ","$11,113.14 "
,80'S,,165,"$9,426.92 ","$7,541.51 "
,OTHER,,860,"$290,713.97 ","$231,051.60 "
,TOTAL,,"1,320","$314,032.53 ","$249,706.25 "
22548,AS,,22,"$4,928.02 ","$3,942.41 "
,80'S,,11,"$2,783.13 ","$2,205.91 "
,OTHER,,74,"$109,267.86 ","$86,729.43 "
,TOTAL,,107,"$116,979.01 ","$92,877.75 "
22554,AS,,"10,859","$884,665.85 ","$702,447.76 "
,80'S,,"4,570","$464,353.33 ","$367,668.39 "
,OTHER,,"30,538","$18,597,435.02 ","$14,676,632.16 "
,TOTAL,,"45,967","$19,946,454.20 ","$15,746,748.31 "
22556,AS,,128,"$19,596.26 ","$15,438.73 "
,80'S,,134,"$22,100.39 ","$17,479.72 "
,OTHER,,929,"$902,827.46 ","$711,960.03 "
,TOTAL,,"1,191","$944,524.11 ","$744,878.48 "
22558,AS,,"1,539","$201,202.60 ","$160,011.79 "
,80'S,,893,"$144,824.14 ","$115,037.42 "
,OTHER,,"9,716","$7,994,654.91 ","$6,324,300.96 "
,TOTAL,,"12,148","$8,340,681.65 ","$6,599,350.17 "
22585,AS,,"10,226","$444,152.11 ","$352,942.88 "
,80'S,,"4,518","$228,526.01 ","$181,164.13 "
,OTHER,,"32,301","$9,803,662.34 ","$7,750,321.98 "
,TOTAL,,"47,045","$10,476,340.46 ","$8,284,428.99 "
22590,AS,,144,"$25,357.97 ","$20,269.24 "
,80'S,,107,"$21,435.48 ","$16,981.62 "
,OTHER,,726,"$893,279.76 ","$710,146.14 "
,TOTAL,,977,"$940,073.21 ","$747,397.00 "
22595,AS,,293,"$49,412.37 ","$39,490.31 "
,80'S,,212,"$41,810.60 ","$33,143.56 "
,OTHER,,"1,255","$1,493,807.18 ","$1,190,282.46 "
,TOTAL,,"1,760","$1,585,030.15 ","$1,262,916.33 "
22600,AS,,"2,041","$220,626.49 ","$175,548.47 "
,80'S,,"1,280","$171,751.45 ","$135,597.23 "
,OTHER,,"7,621","$5,943,631.35 ","$4,709,022.21 "
,TOTAL,,"10,942","$6,336,009.29 ","$5,020,167.91 "
22610,AS,,850,"$87,982.32 ","$70,009.65 "
,80'S,,576,"$68,540.94 ","$54,210.30 "
,OTHER,,"3,332","$2,426,946.87 ","$1,927,495.87 "
,TOTAL,,"4,758","$2,583,470.13 ","$2,051,715.82 "
22612,AS,,"21,985","$4,109,176.76 ","$3,261,741.80 "
,80'S,,"9,813","$2,163,670.44 ","$1,714,719.22 "
,OTHER,,"56,761","$77,559,117.35 ","$61,369,642.25 "
,TOTAL,,"88,559","$83,831,964.55 ","$66,346,103.27 "
22614,AS,,"27,623","$1,404,394.25 ","$1,117,224.12 "
,80'S,,"14,441","$858,045.02 ","$681,342.78 "
,OTHER,,"84,902","$31,454,566.70 ","$24,957,263.01 "
,TOTAL,,"126,966","$33,717,005.97 ","$26,755,829.91 "
22630,AS,,"10,160","$1,084,916.09 ","$862,065.73 "
,80'S,,"4,381","$576,049.65 ","$456,193.17 "
,OTHER,,"25,026","$20,108,857.72 ","$15,896,026.38 "
,TOTAL,,"39,567","$21,769,823.46 ","$17,214,285.28 "
22632,AS,,"3,702","$151,464.31 ","$120,592.55 "
,80'S,,"1,647","$79,392.91 ","$62,888.19 "
,OTHER,,"9,395","$2,813,855.33 ","$2,227,036.36 "
,TOTAL,,"14,744","$3,044,712.55 ","$2,410,517.10 "
22800,AS,,253,"$27,229.03 ","$21,620.16 "
,80'S,,145,"$19,242.01 ","$15,353.30 "
,OTHER,,668,"$537,489.36 ","$425,587.36 "
,TOTAL,,"1,066","$583,960.40 ","$462,560.82 "
22802,AS,,207,"$51,907.32 ","$41,382.57 "
,80'S,,175,"$50,551.67 ","$40,043.77 "
,OTHER,,772,"$1,368,139.04 ","$1,084,406.16 "
,TOTAL,,"1,154","$1,470,598.03 ","$1,165,832.50 "
22804,AS,,36,"$11,059.07 ","$8,847.29 "
,80'S,,57,"$20,612.58 ","$16,308.32 "
,OTHER,,227,"$487,836.22 ","$382,673.46 "
,TOTAL,,320,"$519,507.87 ","$407,829.07 "
22808,AS,,28,"$5,235.31 ","$4,127.51 "
,80'S,,48,"$11,051.83 ","$8,841.40 "
,OTHER,,254,"$347,529.69 ","$271,696.31 "
,TOTAL,,330,"$363,816.83 ","$284,665.22 "
22810,AS,,20,"$4,403.16 ","$3,522.53 "
,80'S,,17,"$4,877.45 ","$3,901.95 "
,OTHER,,161,"$232,581.57 ","$184,277.91 "
,TOTAL,,198,"$241,862.18 ","$191,702.39 "
22812,AS,,7,"$1,900.14 ","$1,520.12 "
,80'S,,7,"$2,007.50 ","$1,606.00 "
,OTHER,,26,"$43,815.52 ","$35,052.40 "
,TOTAL,,40,"$47,723.16 ","$38,178.52 "
22818,AS,,5,"$1,236.00 ",$988.79 
,80'S,,11,"$3,735.57 ","$2,988.45 "
,OTHER,,43,"$79,452.19 ","$62,283.40 "
,TOTAL,,59,"$84,423.76 ","$66,260.64 "
22819,AS,,1,$315.72 ,$252.58 
,80'S,,1,$424.49 ,$339.59 
,OTHER,,4,"$9,128.94 ","$7,303.16 "
,TOTAL,,6,"$9,869.15 ","$7,895.33 "
22830,AS,,"1,839","$105,270.02 ","$83,592.78 "
,80'S,,737,"$51,087.16 ","$40,588.92 "
,OTHER,,"5,293","$2,208,505.27 ","$1,744,565.91 "
,TOTAL,,"7,869","$2,364,862.45 ","$1,868,747.61 "
22840,AS,,"9,706","$953,608.83 ","$758,528.61 "
,80'S,,"3,952","$454,436.71 ","$360,421.55 "
,OTHER,,"24,376","$17,622,246.29 ","$13,946,351.62 "
,TOTAL,,"38,034","$19,030,291.83 ","$15,065,301.78 "
22842,AS,,"12,530","$1,241,443.91 ","$987,989.26 "
,80'S,,"6,310","$736,738.05 ","$585,108.94 "
,OTHER,,"35,675","$25,998,850.63 ","$20,605,999.08 "
,TOTAL,,"54,515","$27,977,032.59 ","$22,179,097.28 "
22843,AS,,819,"$86,058.87 ","$68,541.48 "
,80'S,,727,"$89,388.38 ","$71,004.57 "
,OTHER,,"3,330","$2,562,157.58 ","$2,036,147.35 "
,TOTAL,,"4,876","$2,737,604.83 ","$2,175,693.40 "
22844,AS,,81,"$10,424.02 ","$8,339.16 "
,80'S,,88,"$13,449.68 ","$10,412.70 "
,OTHER,,377,"$354,878.67 ","$278,230.45 "
,TOTAL,,546,"$378,752.37 ","$296,982.31 "
22845,AS,,"9,396","$881,044.85 ","$699,429.05 "
,80'S,,"4,334","$476,896.14 ","$377,180.67 "
,OTHER,,"27,449","$18,864,118.11 ","$14,862,644.04 "
,TOTAL,,"41,179","$20,222,059.10 ","$15,939,253.76 "
22846,AS,,"2,058","$203,116.38 ","$161,901.60 "
,80'S,,881,"$101,577.53 ","$80,695.21 "
,OTHER,,"5,424","$3,925,543.23 ","$3,104,216.84 "
,TOTAL,,"8,363","$4,230,237.14 ","$3,346,813.65 "
22847,AS,,24,"$2,560.78 ","$2,048.63 "
,80'S,,11,"$1,346.75 ","$1,077.38 "
,OTHER,,45,"$35,352.52 ","$28,281.97 "
,TOTAL,,80,"$39,260.05 ","$31,407.98 "
22848,AS,,437,"$20,210.40 ","$15,934.82 "
,80'S,,267,"$14,683.54 ","$11,708.12 "
,OTHER,,"1,337","$454,915.89 ","$360,116.77 "
,TOTAL,,"2,041","$489,809.83 ","$387,759.71 "
22849,AS,,971,"$93,400.15 ","$73,850.92 "
,80'S,,546,"$63,437.05 ","$49,991.54 "
,OTHER,,"2,915","$2,015,571.96 ","$1,586,850.96 "
,TOTAL,,"4,432","$2,172,409.16 ","$1,710,693.42 "
22850,AS,,"1,028","$52,306.07 ","$41,581.34 "
,80'S,,512,"$30,507.39 ","$24,136.33 "
,OTHER,,"2,835","$1,053,139.67 ","$831,993.30 "
,TOTAL,,"4,375","$1,135,953.13 ","$897,710.97 "
22851,AS,,"27,485","$1,444,520.31 ","$1,149,411.57 "
,80'S,,"11,976","$734,970.28 ","$582,805.52 "
,OTHER,,"70,507","$27,076,531.26 ","$21,415,382.26 "
,TOTAL,,"109,968","$29,256,021.85 ","$23,147,599.35 "
22852,AS,,"2,208","$113,221.12 ","$89,471.01 "
,80'S,,"1,055","$61,726.85 ","$48,765.77 "
,OTHER,,"6,364","$2,337,298.20 ","$1,842,294.70 "
,TOTAL,,"9,627","$2,512,246.17 ","$1,980,531.48 "
22855,AS,,791,"$61,058.68 ","$48,255.94 "
,80'S,,326,"$31,913.68 ","$24,998.53 "
,OTHER,,"2,282","$1,270,054.60 ","$992,029.62 "
,TOTAL,,"3,399","$1,363,026.96 ","$1,065,284.09 "
22857,AS,,3,$630.79 ,$504.64 
,80'S,,10,"$2,235.70 ","$1,788.58 "
,OTHER,,51,"$55,231.66 ","$41,137.36 "
,TOTAL,,64,"$58,098.15 ","$43,430.58 "
22862,80'S,,1,$353.15 ,$282.52 
,OTHER,,1,"$2,071.65 ","$1,657.32 "
,TOTAL,,2,"$2,424.80 ","$1,939.84 "
22865,AS,,1,$243.54 ,$194.83 
,80'S,,1,$291.78 ,$233.42 
,OTHER,,4,"$7,393.26 ","$5,914.61 "
,TOTAL,,6,"$7,928.58 ","$6,342.86 "
22899,AS,,60,"$9,127.49 ","$7,301.98 "
,80'S,,30,"$3,383.36 ","$2,706.68 "
,OTHER,,"1,321","$740,517.88 ","$589,624.69 "
,TOTAL,,"1,411","$753,028.73 ","$599,633.35 "
22900,AS,,90,"$2,982.83 ","$2,384.24 "
,SG,,84,"$50,177.90 ","$40,115.06 "
,80'S,,140,"$5,113.70 ","$4,085.83 "
,OTHER,,"3,165","$983,407.36 ","$776,455.38 "
,TOTAL,,"3,479","$1,041,681.79 ","$823,040.51 "
22999,AS,,4,$490.93 ,$392.75 
,80'S,,3,$172.72 ,$138.18 
,OTHER,,224,"$81,115.85 ","$64,132.60 "
,TOTAL,,231,"$81,779.50 ","$64,663.53 "
23000,AS,,14,$422.70 ,$338.17 
,SG,,6,"$1,533.79 ","$1,227.05 "
,80'S,,6,$146.03 ,$116.82 
,OTHER,,142,"$25,709.72 ","$20,391.51 "
,TOTAL,,168,"$27,812.24 ","$22,073.55 "
23020,AS,,127,"$5,994.43 ","$4,784.36 "
,SG,,14,"$5,298.70 ","$4,238.96 "
,80'S,,78,"$4,511.85 ","$3,520.70 "
,OTHER,,523,"$190,496.97 ","$150,067.47 "
,TOTAL,,742,"$206,301.95 ","$162,611.49 "
23030,AS,,1,$37.43 ,$29.94 
,SG,,8,"$3,150.17 ","$2,520.14 "
,OTHER,,"1,255","$275,423.40 ","$218,103.85 "
,TOTAL,,"1,264","$278,611.00 ","$220,653.93 "
23031,SG,,8,"$2,501.52 ","$2,001.20 "
,OTHER,,247,"$53,362.77 ","$42,228.57 "
,TOTAL,,255,"$55,864.29 ","$44,229.77 "
23035,AS,,14,$966.37 ,$773.07 
,SG,,2,"$1,138.77 ",$911.01 
,80'S,,7,$558.66 ,$446.93 
,OTHER,,127,"$66,687.62 ","$53,255.60 "
,TOTAL,,150,"$69,351.42 ","$55,386.61 "
23040,AS,,89,"$7,261.74 ","$5,775.54 "
,SG,,6,"$3,024.20 ","$2,419.36 "
,80'S,,27,"$2,471.48 ","$1,977.17 "
,OTHER,,715,"$390,744.06 ","$311,159.71 "
,TOTAL,,837,"$403,501.48 ","$321,331.78 "
23044,SG,,1,$730.13 ,$584.10 
,OTHER,,228,"$91,484.79 ","$72,719.97 "
,TOTAL,,229,"$92,214.92 ","$73,304.07 "
23065,SG,,3,$264.84 ,$211.87 
,OTHER,,400,"$59,886.23 ","$47,019.41 "
,TOTAL,,403,"$60,151.07 ","$47,231.28 "
23066,SG,,4,"$1,711.38 ","$1,369.10 "
,OTHER,,354,"$96,474.46 ","$76,520.49 "
,TOTAL,,358,"$98,185.84 ","$77,889.59 "
23075,SG,,91,"$38,858.95 ","$30,766.05 "
,80'S,,1,$25.08 ,$20.06 
,OTHER,,"2,503","$481,570.17 ","$374,524.87 "
,TOTAL,,"2,595","$520,454.20 ","$405,310.98 "
23076,SG,,114,"$54,627.88 ","$42,508.79 "
,OTHER,,"2,187","$986,549.30 ","$775,682.60 "
,TOTAL,,"2,301","$1,041,177.18 ","$818,191.39 "
23077,AS,,32,"$4,604.90 ","$3,683.93 "
,SG,,16,"$9,186.41 ","$7,311.72 "
,80'S,,21,"$3,237.46 ","$2,589.96 "
,OTHER,,788,"$785,130.57 ","$623,117.72 "
,TOTAL,,857,"$802,159.34 ","$636,703.33 "
23100,AS,,5,$233.33 ,$186.66 
,SG,,1,$603.61 ,$482.89 
,80'S,,3,$143.75 ,$115.00 
,OTHER,,43,"$13,888.84 ","$10,995.02 "
,TOTAL,,52,"$14,869.53 ","$11,779.57 "
23101,SG,,2,"$2,038.83 ","$1,631.07 "
,OTHER,,188,"$55,274.31 ","$42,941.34 "
,TOTAL,,190,"$57,313.14 ","$44,572.41 "
23105,AS,,39,"$2,039.13 ","$1,631.27 "
,SG,,3,"$2,033.71 ","$1,626.97 "
,80'S,,20,"$1,249.59 ",$999.65 
,OTHER,,251,"$100,833.50 ","$80,173.86 "
,TOTAL,,313,"$106,155.93 ","$84,431.75 "
23106,SG,,2,"$1,529.98 ","$1,223.99 "
,OTHER,,16,"$6,004.72 ","$4,803.78 "
,TOTAL,,18,"$7,534.70 ","$6,027.77 "
23107,AS,,54,"$3,313.00 ","$2,595.35 "
,SG,,9,"$4,736.97 ","$3,789.58 "
,80'S,,23,"$1,570.68 ","$1,256.55 "
,OTHER,,290,"$130,856.10 ","$103,296.39 "
,TOTAL,,376,"$140,476.75 ","$110,937.87 "
23120,AS,,"3,583","$136,419.93 ","$107,889.63 "
,SG,,816,"$367,004.96 ","$290,253.48 "
,80'S,,801,"$34,925.85 ","$27,751.38 "
,OTHER,,"17,322","$5,024,791.33 ","$3,962,950.47 "
,TOTAL,,"22,522","$5,563,142.07 ","$4,388,844.96 "
23125,AS,,10,$604.19 ,$483.34 
,80'S,,4,$367.04 ,$293.63 
,OTHER,,53,"$24,703.43 ","$19,571.26 "
,TOTAL,,67,"$25,674.66 ","$20,348.23 "
23130,AS,,2,$75.08 ,$60.07 
,SG,,425,"$297,358.34 ","$234,997.44 "
,80'S,,3,$172.83 ,$138.26 
,OTHER,,"7,106","$2,904,171.87 ","$2,283,243.53 "
,TOTAL,,"7,536","$3,201,778.12 ","$2,518,439.30 "
23140,SG,,6,"$3,105.43 ","$2,008.24 "
,OTHER,,187,"$70,638.33 ","$55,802.02 "
,TOTAL,,193,"$73,743.76 ","$57,810.26 "
23145,AS,,5,$300.66 ,$240.52 
,OTHER,,6,"$2,118.19 ","$1,694.55 "
,TOTAL,,11,"$2,418.85 ","$1,935.07 "
23146,OTHER,,13,"$4,794.88 ","$3,835.91 "
,TOTAL,,13,"$4,794.88 ","$3,835.91 "
23150,AS,,20,"$1,052.31 ",$841.82 
,SG,,5,"$2,631.44 ","$2,105.16 "
,80'S,,8,$484.71 ,$387.77 
,OTHER,,118,"$48,516.11 ","$38,516.99 "
,TOTAL,,151,"$52,684.57 ","$41,851.74 "
23155,AS,,2,$149.57 ,$119.66 
,SG,,2,$810.47 ,$648.37 
,OTHER,,11,"$4,749.34 ","$3,799.47 "
,TOTAL,,15,"$5,709.38 ","$4,567.50 "
23156,AS,,4,$237.79 ,$190.23 
,SG,,1,$385.91 ,$308.73 
,80'S,,1,$100.93 ,$80.74 
,OTHER,,33,"$15,432.09 ","$12,287.50 "
,TOTAL,,39,"$16,156.72 ","$12,867.20 "
23170,OTHER,,26,"$9,094.38 ","$6,910.04 "
,TOTAL,,26,"$9,094.38 ","$6,910.04 "
23172,AS,,2,$70.53 ,$56.42 
,80'S,,3,$133.05 ,$106.44 
,OTHER,,14,"$4,750.21 ","$3,665.98 "
,TOTAL,,19,"$4,953.79 ","$3,828.84 "
23174,AS,,5,$323.70 ,$258.95 
,80'S,,7,$576.64 ,$433.34 
,OTHER,,30,"$15,960.23 ","$12,768.18 "
,TOTAL,,42,"$16,860.57 ","$13,460.47 "
23180,SG,,3,"$1,588.10 ","$1,270.49 "
,OTHER,,260,"$123,146.98 ","$96,555.67 "
,TOTAL,,263,"$124,735.08 ","$97,826.16 "
23182,AS,,5,$207.99 ,$166.39 
,SG,,1,$807.75 ,$612.90 
,80'S,,2,$95.33 ,$76.26 
,OTHER,,66,"$24,864.39 ","$19,489.09 "
,TOTAL,,74,"$25,975.46 ","$20,344.64 "
23184,AS,,40,"$2,623.67 ","$2,098.93 "
,SG,,8,"$3,196.53 ","$2,557.25 "
,80'S,,8,$438.89 ,$351.09 
,OTHER,,204,"$105,388.81 ","$83,436.25 "
,TOTAL,,260,"$111,647.90 ","$88,443.52 "
23190,AS,,11,$483.73 ,$386.96 
,80'S,,11,$488.90 ,$391.14 
,OTHER,,51,"$16,056.44 ","$12,494.05 "
,TOTAL,,73,"$17,029.07 ","$13,272.15 "
23195,AS,,11,$979.86 ,$783.87 
,80'S,,4,$270.43 ,$216.35 
,OTHER,,58,"$33,540.66 ","$26,724.59 "
,TOTAL,,73,"$34,790.95 ","$27,724.81 "
23200,80'S,,3,$301.22 ,$240.97 
,OTHER,,43,"$28,767.92 ","$22,619.99 "
,TOTAL,,46,"$29,069.14 ","$22,860.96 "
23210,AS,,2,$113.66 ,$90.93 
,OTHER,,40,"$26,189.52 ","$20,951.59 "
,TOTAL,,42,"$26,303.18 ","$21,042.52 "
23220,AS,,3,$330.80 ,$264.63 
,80'S,,2,$167.75 ,$134.20 
,OTHER,,44,"$34,254.66 ","$27,403.73 "
,TOTAL,,49,"$34,753.21 ","$27,802.56 "
23221,OTHER,,2,"$2,410.16 ","$1,928.13 "
,TOTAL,,2,"$2,410.16 ","$1,928.13 "
23222,AS,,6,"$1,296.09 ","$1,036.88 "
,80'S,,1,$255.05 ,$204.04 
,OTHER,,59,"$90,776.69 ","$72,621.36 "
,TOTAL,,66,"$92,327.83 ","$73,862.28 "
23330,AS,,4,$35.95 ,$28.75 
,OTHER,,137,"$20,453.86 ","$16,142.13 "
,TOTAL,,141,"$20,489.81 ","$16,170.88 "
23331,AS,,123,"$4,963.16 ","$3,964.97 "
,SG,,5,"$1,662.16 ","$1,329.73 "
,80'S,,64,"$3,158.21 ","$2,526.55 "
,OTHER,,"1,170","$369,746.05 ","$293,602.41 "
,TOTAL,,"1,362","$379,529.58 ","$301,423.66 "
23332,AS,,185,"$13,650.86 ","$10,872.11 "
,80'S,,147,"$11,958.24 ","$9,528.60 "
,OTHER,,767,"$398,950.05 ","$317,013.85 "
,TOTAL,,"1,099","$424,559.15 ","$337,414.56 "
23350,OTHER,,"30,095","$2,875,978.83 ","$2,228,385.48 "
,TOTAL,,"30,095","$2,875,978.83 ","$2,228,385.48 "
23395,AS,,102,"$12,744.26 ","$10,063.37 "
,SG,,2,"$1,556.12 ","$1,244.89 "
,80'S,,55,"$6,987.42 ","$5,523.92 "
,OTHER,,390,"$351,423.05 ","$278,159.74 "
,TOTAL,,549,"$372,710.85 ","$294,991.92 "
23397,AS,,13,"$1,383.03 ","$1,106.43 "
,80'S,,12,"$1,206.77 ",$965.41 
,OTHER,,93,"$66,808.91 ","$52,580.52 "
,TOTAL,,118,"$69,398.71 ","$54,652.36 "
23400,AS,,1,$72.81 ,$58.25 
,OTHER,,11,"$8,731.73 ","$6,985.36 "
,TOTAL,,12,"$8,804.54 ","$7,043.61 "
23405,AS,,562,"$23,624.06 ","$18,842.82 "
,SG,,79,"$25,297.64 ","$20,210.68 "
,80'S,,128,"$6,134.23 ","$4,848.92 "
,OTHER,,"1,927","$592,516.43 ","$468,144.38 "
,TOTAL,,"2,696","$647,572.36 ","$512,046.80 "
23406,AS,,16,$985.88 ,$784.92 
,80'S,,19,"$1,123.47 ",$898.75 
,OTHER,,102,"$47,718.70 ","$37,381.09 "
,TOTAL,,137,"$49,828.05 ","$39,064.76 "
23410,AS,,"1,224","$127,935.52 ","$100,747.96 "
,SG,,285,"$266,781.24 ","$211,750.20 "
,80'S,,312,"$37,912.07 ","$29,840.50 "
,OTHER,,"6,324","$5,035,218.26 ","$3,964,462.83 "
,TOTAL,,"8,145","$5,467,847.09 ","$4,306,801.49 "
23412,AS,,"7,374","$827,725.77 ","$652,442.41 "
,SG,,"1,825","$2,173,477.64 ","$1,716,512.76 "
,80'S,,"1,454","$188,686.93 ","$148,407.17 "
,OTHER,,"29,620","$25,733,287.08 ","$20,255,412.86 "
,TOTAL,,"40,273","$28,923,177.42 ","$22,772,775.20 "
23415,SG,,58,"$46,226.49 ","$36,873.19 "
,80'S,,1,$45.98 ,$36.78 
,OTHER,,"1,348","$694,196.02 ","$548,376.10 "
