HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,OTHER,,280,"$134,810.18 ","$105,969.62 "
,TOTAL,,342,"$139,433.39 ","$109,648.45 "
24344,AS,,7,$973.13 ,$778.51 
,80'S,,3,$410.66 ,$328.54 
,OTHER,,43,"$40,962.25 ","$32,608.39 "
,TOTAL,,53,"$42,346.04 ","$33,715.44 "
24345,AS,,14,$849.10 ,$679.27 
,SG,,6,"$1,770.40 ","$1,416.33 "
,80'S,,9,$640.72 ,$512.60 
,OTHER,,85,"$37,441.78 ","$29,778.06 "
,TOTAL,,114,"$40,702.00 ","$32,386.26 "
24346,AS,,5,$642.78 ,$514.22 
,OTHER,,20,"$17,669.22 ","$13,459.71 "
,TOTAL,,25,"$18,312.00 ","$13,973.93 "
24350,AS,,10,$375.85 ,$257.59 
,SG,,156,"$73,521.27 ","$57,370.87 "
,80'S,,2,$155.52 ,$124.42 
,OTHER,,421,"$159,245.89 ","$124,165.42 "
,TOTAL,,589,"$233,298.53 ","$181,918.30 "
24351,AS,,6,$315.15 ,$252.11 
,SG,,94,"$41,642.61 ","$32,143.36 "
,80'S,,6,$238.65 ,$190.92 
,OTHER,,325,"$130,968.30 ","$100,642.52 "
,TOTAL,,431,"$173,164.71 ","$133,228.91 "
24352,AS,,1,$35.35 ,$28.28 
,SG,,4,"$1,753.50 ","$1,402.80 "
,80'S,,1,$41.59 ,$33.27 
,OTHER,,35,"$16,102.69 ","$12,733.91 "
,TOTAL,,41,"$17,933.13 ","$14,198.26 "
24354,SG,,27,"$12,270.04 ","$9,198.11 "
,OTHER,,68,"$30,211.86 ","$23,323.32 "
,TOTAL,,95,"$42,481.90 ","$32,521.43 "
24356,AS,,29,"$1,890.71 ","$1,408.45 "
,SG,,305,"$141,983.61 ","$108,869.67 "
,80'S,,13,$994.45 ,$795.58 
,OTHER,,925,"$451,028.03 ","$345,739.62 "
,TOTAL,,"1,272","$595,896.80 ","$456,813.32 "
24360,AS,,9,"$1,007.62 ",$718.11 
,SG,,4,"$2,829.81 ","$2,263.86 "
,80'S,,5,$635.44 ,$508.34 
,OTHER,,37,"$30,951.04 ","$24,760.83 "
,TOTAL,,55,"$35,423.91 ","$28,251.14 "
24361,AS,,10,"$1,366.54 ","$1,093.24 "
,SG,,2,"$1,424.92 ","$1,139.94 "
,80'S,,6,$977.30 ,$781.84 
,OTHER,,46,"$44,365.14 ","$34,888.94 "
,TOTAL,,64,"$48,133.90 ","$37,903.96 "
24362,SG,,2,"$1,413.90 ","$1,131.12 "
,80'S,,1,$167.90 ,$134.32 
,OTHER,,5,"$3,841.85 ","$3,073.48 "
,TOTAL,,8,"$5,423.65 ","$4,338.92 "
24363,AS,,189,"$33,611.56 ","$26,574.06 "
,SG,,5,"$4,460.54 ","$3,489.09 "
,80'S,,161,"$33,978.37 ","$26,772.95 "
,OTHER,,"1,038","$1,353,837.65 ","$1,070,951.55 "
,TOTAL,,"1,393","$1,425,888.12 ","$1,127,787.65 "
24365,AS,,6,$384.47 ,$307.58 
,SG,,4,"$2,864.56 ","$2,291.65 "
,80'S,,5,$287.01 ,$229.62 
,OTHER,,33,"$16,677.46 ","$12,858.74 "
,TOTAL,,48,"$20,213.50 ","$15,687.59 "
24366,AS,,32,"$2,534.83 ","$2,027.85 "
,SG,,18,"$12,819.43 ","$10,255.54 "
,80'S,,18,"$1,684.74 ","$1,259.81 "
,OTHER,,203,"$111,462.13 ","$88,469.37 "
,TOTAL,,271,"$128,501.13 ","$102,012.57 "
24400,AS,,25,"$1,862.10 ","$1,489.70 "
,SG,,7,"$2,785.87 ","$2,228.68 "
,80'S,,20,"$1,732.51 ","$1,386.05 "
,OTHER,,119,"$68,631.61 ","$52,870.65 "
,TOTAL,,171,"$75,012.09 ","$57,975.08 "
24410,AS,,2,$285.90 ,$228.72 
,80'S,,2,$237.77 ,$190.22 
,OTHER,,5,"$5,503.39 ","$4,402.71 "
,TOTAL,,9,"$6,027.06 ","$4,821.65 "
24420,AS,,4,$537.18 ,$429.75 
,80'S,,1,$75.00 ,$60.00 
,OTHER,,24,"$18,346.28 ","$14,570.67 "
,TOTAL,,29,"$18,958.46 ","$15,060.42 "
24430,AS,,108,"$12,557.47 ","$10,035.18 "
,SG,,3,"$1,263.80 ","$1,011.05 "
,80'S,,80,"$11,289.46 ","$9,031.61 "
,OTHER,,595,"$509,025.47 ","$403,954.22 "
,TOTAL,,786,"$534,136.20 ","$424,032.06 "
24435,AS,,84,"$11,051.46 ","$8,841.19 "
,SG,,4,"$1,922.42 ","$1,484.93 "
,80'S,,73,"$11,204.73 ","$8,818.13 "
,OTHER,,550,"$512,661.19 ","$406,229.28 "
,TOTAL,,711,"$536,839.80 ","$425,373.53 "
24470,AS,,1,$46.05 ,$36.84 
,OTHER,,2,"$1,017.58 ",$814.06 
,TOTAL,,3,"$1,063.63 ",$850.90 
24495,SG,,2,$459.58 ,$367.66 
,80'S,,4,$271.50 ,$217.20 
,OTHER,,168,"$98,882.94 ","$78,949.44 "
,TOTAL,,174,"$99,614.02 ","$79,534.30 "
24498,AS,,22,"$2,221.86 ","$1,777.47 "
,SG,,1,$492.94 ,$394.35 
,80'S,,8,$740.09 ,$592.07 
,OTHER,,134,"$103,104.47 ","$81,998.55 "
,TOTAL,,165,"$106,559.36 ","$84,762.44 "
24500,SG,,5,"$1,201.33 ",$961.07 
,OTHER,,"6,441","$1,854,888.09 ","$1,451,302.42 "
,TOTAL,,"6,446","$1,856,089.42 ","$1,452,263.49 "
24505,SG,,4,"$1,344.80 ","$1,075.84 "
,OTHER,,"1,570","$662,872.66 ","$525,120.47 "
,TOTAL,,"1,574","$664,217.46 ","$526,196.31 "
24515,AS,,353,"$39,373.07 ","$31,162.88 "
,SG,,11,"$6,933.45 ","$5,546.75 "
,80'S,,234,"$30,719.99 ","$24,487.92 "
,OTHER,,"2,017","$1,603,654.00 ","$1,271,129.82 "
,TOTAL,,"2,615","$1,680,680.51 ","$1,332,327.37 "
24516,AS,,595,"$65,092.40 ","$51,859.48 "
,SG,,11,"$6,835.06 ","$5,468.07 "
,80'S,,326,"$42,703.88 ","$33,943.67 "
,OTHER,,"3,719","$2,951,705.61 ","$2,345,236.10 "
,TOTAL,,"4,651","$3,066,336.95 ","$2,436,507.32 "
24530,OTHER,,"2,019","$634,846.44 ","$501,155.17 "
,TOTAL,,"2,019","$634,846.44 ","$501,155.17 "
24535,SG,,1,$171.57 ,$137.26 
,OTHER,,336,"$175,253.64 ","$138,847.58 "
,TOTAL,,337,"$175,425.21 ","$138,984.84 "
24538,SG,,14,"$5,667.53 ","$4,061.28 "
,OTHER,,224,"$151,868.32 ","$118,738.31 "
,TOTAL,,238,"$157,535.85 ","$122,799.59 "
24545,AS,,188,"$18,342.98 ","$14,507.24 "
,SG,,7,"$4,323.47 ","$3,458.77 "
,80'S,,109,"$12,512.52 ","$9,921.92 "
,OTHER,,"1,156","$828,203.88 ","$659,701.23 "
,TOTAL,,"1,460","$863,382.85 ","$687,589.16 "
24546,AS,,162,"$23,845.01 ","$18,691.37 "
,SG,,7,"$4,759.48 ","$3,807.58 "
,80'S,,115,"$20,172.06 ","$16,120.59 "
,OTHER,,"1,081","$1,158,546.09 ","$922,175.52 "
,TOTAL,,"1,365","$1,207,322.64 ","$960,795.06 "
24560,OTHER,,541,"$132,530.95 ","$103,606.58 "
,TOTAL,,541,"$132,530.95 ","$103,606.58 "
24565,OTHER,,58,"$24,396.83 ","$19,517.50 "
,TOTAL,,58,"$24,396.83 ","$19,517.50 "
24566,OTHER,,21,"$11,829.37 ","$9,463.48 "
,TOTAL,,21,"$11,829.37 ","$9,463.48 "
24575,AS,,30,"$2,908.11 ","$2,326.49 "
,SG,,8,"$3,991.85 ","$3,193.48 "
,80'S,,10,"$1,038.11 ",$830.49 
,OTHER,,160,"$107,341.42 ","$85,701.05 "
,TOTAL,,208,"$115,279.49 ","$92,051.51 "
24576,SG,,1,$332.70 ,$266.16 
,OTHER,,576,"$153,776.51 ","$120,546.50 "
,TOTAL,,577,"$154,109.21 ","$120,812.66 "
24577,OTHER,,82,"$35,528.14 ","$28,317.74 "
,TOTAL,,82,"$35,528.14 ","$28,317.74 "
24579,AS,,69,"$7,213.57 ","$5,715.29 "
,SG,,19,"$8,339.41 ","$6,671.54 "
,80'S,,46,"$5,618.16 ","$4,494.52 "
,OTHER,,531,"$411,287.80 ","$327,148.56 "
,TOTAL,,665,"$432,458.94 ","$344,029.91 "
24582,OTHER,,37,"$22,587.43 ","$18,069.95 "
,TOTAL,,37,"$22,587.43 ","$18,069.95 "
24586,AS,,54,"$7,665.12 ","$6,118.50 "
,SG,,27,"$16,346.34 ","$12,989.07 "
,80'S,,41,"$6,747.63 ","$5,310.13 "
,OTHER,,399,"$423,144.27 ","$335,617.05 "
,TOTAL,,521,"$453,903.36 ","$360,034.75 "
24587,AS,,13,"$1,882.63 ","$1,506.10 "
,SG,,1,$708.45 ,$566.76 
,80'S,,9,"$1,539.65 ","$1,214.99 "
,OTHER,,81,"$83,711.21 ","$66,776.45 "
,TOTAL,,104,"$87,841.94 ","$70,064.30 "
24600,SG,,1,$327.60 ,$262.08 
,OTHER,,"1,448","$394,841.02 ","$309,472.98 "
,TOTAL,,"1,449","$395,168.62 ","$309,735.06 "
24605,SG,,25,"$9,978.87 ","$7,895.09 "
,OTHER,,894,"$340,055.94 ","$268,205.42 "
,TOTAL,,919,"$350,034.81 ","$276,100.51 "
24615,AS,,30,"$2,324.84 ","$1,859.86 "
,SG,,10,"$4,541.90 ","$3,633.52 "
,80'S,,19,"$1,556.04 ","$1,244.83 "
,OTHER,,263,"$145,760.60 ","$115,697.33 "
,TOTAL,,322,"$154,183.38 ","$122,435.54 "
24620,SG,,2,$883.15 ,$706.52 
,OTHER,,194,"$97,370.54 ","$76,852.19 "
,TOTAL,,196,"$98,253.69 ","$77,558.71 "
24635,AS,,67,"$9,924.51 ","$7,939.61 "
,SG,,22,"$9,989.10 ","$7,667.80 "
,80'S,,34,"$5,987.32 ","$4,789.87 "
,OTHER,,585,"$631,596.44 ","$499,504.66 "
,TOTAL,,708,"$657,497.37 ","$519,901.94 "
24640,OTHER,,94,"$7,656.51 ","$6,076.07 "
,TOTAL,,94,"$7,656.51 ","$6,076.07 "
24650,OTHER,,"8,547","$1,767,903.22 ","$1,368,391.30 "
,TOTAL,,"8,547","$1,767,903.22 ","$1,368,391.30 "
24655,SG,,6,"$1,697.18 ","$1,357.74 "
,OTHER,,399,"$131,865.29 ","$104,210.63 "
,TOTAL,,405,"$133,562.47 ","$105,568.37 "
24665,AS,,78,"$5,180.59 ","$4,144.45 "
,SG,,61,"$38,250.56 ","$30,377.60 "
,80'S,,29,"$2,330.85 ","$1,864.68 "
,OTHER,,636,"$299,749.50 ","$236,879.88 "
,TOTAL,,804,"$345,511.50 ","$273,266.61 "
24666,AS,,78,"$6,943.05 ","$5,554.41 "
,SG,,16,"$9,999.52 ","$7,999.62 "
,80'S,,39,"$4,107.58 ","$3,225.18 "
,OTHER,,511,"$323,638.57 ","$257,343.22 "
,TOTAL,,644,"$344,688.72 ","$274,122.43 "
24670,SG,,1,$160.62 ,$128.50 
,OTHER,,"2,222","$500,059.01 ","$392,230.21 "
,TOTAL,,"2,223","$500,219.63 ","$392,358.71 "
24675,SG,,3,$669.39 ,$535.52 
,OTHER,,152,"$56,241.73 ","$44,479.72 "
,TOTAL,,155,"$56,911.12 ","$45,015.24 "
24685,AS,,831,"$68,714.93 ","$54,798.24 "
,SG,,346,"$172,069.52 ","$137,223.98 "
,80'S,,281,"$26,028.81 ","$20,536.20 "
,OTHER,,"5,737","$3,439,132.48 ","$2,731,995.59 "
,TOTAL,,"7,195","$3,705,945.74 ","$2,944,554.01 "
24800,AS,,1,$57.47 ,$45.98 
,80'S,,1,$130.10 ,$104.08 
,OTHER,,10,"$7,377.08 ","$5,901.65 "
,TOTAL,,12,"$7,564.65 ","$6,051.71 "
24802,AS,,3,$401.45 ,$321.16 
,80'S,,1,$77.35 ,$61.88 
,OTHER,,9,"$8,293.27 ","$5,933.85 "
,TOTAL,,13,"$8,772.07 ","$6,316.89 "
24900,AS,,18,"$1,631.11 ","$1,304.90 "
,80'S,,9,$948.18 ,$758.54 
,OTHER,,130,"$81,710.96 ","$64,226.68 "
,TOTAL,,157,"$84,290.25 ","$66,290.12 "
24920,AS,,1,$88.53 ,$70.82 
,80'S,,1,$100.43 ,$80.34 
,OTHER,,14,"$8,241.29 ","$6,593.03 "
,TOTAL,,16,"$8,430.25 ","$6,744.19 "
24925,AS,,1,$69.13 ,$55.30 
,SG,,1,$477.50 ,$382.00 
,OTHER,,6,"$2,793.21 ","$2,200.04 "
,TOTAL,,8,"$3,339.84 ","$2,637.34 "
24930,AS,,1,$88.19 ,$70.55 
,80'S,,1,$106.48 ,$85.18 
,OTHER,,21,"$13,701.54 ","$10,901.38 "
,TOTAL,,23,"$13,896.21 ","$11,057.11 "
24931,AS,,1,$102.99 ,$82.39 
,OTHER,,1,$757.27 ,$605.82 
,TOTAL,,2,$860.26 ,$688.21 
24935,OTHER,,2,"$1,878.93 ","$1,503.14 "
,TOTAL,,2,"$1,878.93 ","$1,503.14 "
24999,AS,,2,$528.04 ,$422.43 
,80'S,,10,"$1,361.35 ","$1,089.08 "
,OTHER,,186,"$100,542.63 ","$80,027.72 "
,TOTAL,,198,"$102,432.02 ","$81,539.23 "
25000,SG,,"2,101","$956,571.30 ","$751,366.47 "
,OTHER,,"5,957","$1,998,115.82 ","$1,564,102.17 "
,TOTAL,,"8,058","$2,954,687.12 ","$2,315,468.64 "
25001,OTHER,,132,"$24,404.50 ","$18,951.42 "
,TOTAL,,132,"$24,404.50 ","$18,951.42 "
25020,SG,,109,"$38,941.90 ","$30,458.05 "
,OTHER,,718,"$389,136.38 ","$307,739.59 "
,TOTAL,,827,"$428,078.28 ","$338,197.64 "
25023,AS,,1,$151.92 ,$121.54 
,SG,,7,"$2,527.53 ","$2,022.04 "
,80'S,,1,$164.46 ,$131.57 
,OTHER,,106,"$113,403.19 ","$90,619.60 "
,TOTAL,,115,"$116,247.10 ","$92,894.75 "
25024,SG,,5,"$1,777.76 ","$1,422.21 "
,OTHER,,115,"$74,100.80 ","$59,074.44 "
,TOTAL,,120,"$75,878.56 ","$60,496.65 "
25025,SG,,1,$523.97 ,$419.18 
,OTHER,,93,"$61,519.18 ","$48,945.72 "
,TOTAL,,94,"$62,043.15 ","$49,364.90 "
25028,SG,,71,"$21,158.81 ","$16,643.67 "
,OTHER,,"2,083","$960,459.71 ","$762,199.30 "
,TOTAL,,"2,154","$981,618.52 ","$778,842.97 "
25031,SG,,3,"$1,100.24 ",$880.19 
,OTHER,,45,"$16,698.19 ","$13,198.35 "
,TOTAL,,48,"$17,798.43 ","$14,078.54 "
25035,AS,,1,$118.67 ,$94.94 
,SG,,9,"$3,356.41 ","$2,685.14 "
,OTHER,,153,"$111,746.81 ","$88,990.97 "
,TOTAL,,163,"$115,221.89 ","$91,771.05 "
25040,AS,,9,$557.23 ,$445.79 
,SG,,52,"$29,496.00 ","$23,076.37 "
,OTHER,,383,"$184,908.29 ","$146,349.02 "
,TOTAL,,444,"$214,961.52 ","$169,871.18 "
25065,OTHER,,937,"$159,047.20 ","$124,661.96 "
,TOTAL,,937,"$159,047.20 ","$124,661.96 "
25066,SG,,53,"$19,518.29 ","$15,526.65 "
,OTHER,,347,"$129,466.88 ","$102,429.59 "
,TOTAL,,400,"$148,985.17 ","$117,956.24 "
25075,SG,,764,"$261,726.91 ","$207,055.65 "
,OTHER,,"3,413","$1,057,810.79 ","$830,602.42 "
,TOTAL,,"4,177","$1,319,537.70 ","$1,037,658.07 "
25076,SG,,445,"$200,027.86 ","$157,302.50 "
,OTHER,,"1,805","$938,147.13 ","$739,926.74 "
,TOTAL,,"2,250","$1,138,174.99 ","$897,229.24 "
25077,SG,,107,"$47,081.44 ","$36,871.86 "
,OTHER,,710,"$598,392.05 ","$476,152.78 "
,TOTAL,,817,"$645,473.49 ","$513,024.64 "
25085,AS,,9,$494.37 ,$376.47 
,SG,,23,"$6,584.38 ","$5,118.99 "
,80'S,,4,$255.22 ,$204.18 
,OTHER,,66,"$24,202.88 ","$18,816.49 "
,TOTAL,,102,"$31,536.85 ","$24,516.13 "
25100,AS,,1,$36.57 ,$29.26 
,SG,,10,"$3,295.41 ","$2,394.45 "
,OTHER,,66,"$19,732.66 ","$15,415.51 "
,TOTAL,,77,"$23,064.64 ","$17,839.22 "
25101,AS,,1,$52.25 ,$41.80 
,SG,,59,"$20,728.41 ","$16,236.52 "
,80'S,,7,$285.75 ,$228.60 
,OTHER,,268,"$85,932.81 ","$67,607.60 "
,TOTAL,,335,"$106,999.22 ","$84,114.52 "
25105,AS,,7,$344.37 ,$275.48 
,SG,,151,"$85,260.48 ","$67,901.63 "
,80'S,,4,$257.52 ,$206.02 
,OTHER,,501,"$209,837.87 ","$166,661.69 "
,TOTAL,,663,"$295,700.24 ","$235,044.82 "
25107,AS,,13,$856.72 ,$685.38 
,SG,,32,"$12,362.93 ","$8,639.27 "
,80'S,,5,$376.06 ,$300.85 
,OTHER,,110,"$49,499.62 ","$39,058.33 "
,TOTAL,,160,"$63,095.33 ","$48,683.83 "
25110,SG,,104,"$47,044.21 ","$37,450.79 "
,OTHER,,401,"$149,238.85 ","$117,910.08 "
,TOTAL,,505,"$196,283.06 ","$155,360.87 "
25111,SG,,"2,294","$1,068,790.08 ","$838,265.70 "
,OTHER,,"6,595","$1,772,050.01 ","$1,387,678.91 "
,TOTAL,,"8,889","$2,840,840.09 ","$2,225,944.61 "
25112,SG,,177,"$106,642.00 ","$84,194.32 "
,OTHER,,547,"$194,229.56 ","$151,727.73 "
,TOTAL,,724,"$300,871.56 ","$235,922.05 "
25115,SG,,"1,355","$810,921.45 ","$639,223.83 "
,OTHER,,"4,465","$4,024,730.78 ","$3,182,002.89 "
,TOTAL,,"5,820","$4,835,652.23 ","$3,821,226.72 "
25116,AS,,18,"$1,449.59 ","$1,159.68 "
,SG,,398,"$235,930.04 ","$184,308.64 "
,80'S,,12,"$1,018.58 ",$814.89 
,OTHER,,"1,109","$774,703.52 ","$612,247.51 "
,TOTAL,,"1,537","$1,013,101.73 ","$798,530.72 "
25118,SG,,411,"$138,130.71 ","$109,163.64 "
,OTHER,,"1,306","$409,371.26 ","$322,833.05 "
,TOTAL,,"1,717","$547,501.97 ","$431,996.69 "
25119,AS,,8,$456.73 ,$365.39 
,SG,,28,"$11,248.06 ","$8,814.51 "
,80'S,,2,$120.35 ,$96.28 
,OTHER,,122,"$43,251.53 ","$34,077.58 "
,TOTAL,,160,"$55,076.67 ","$43,353.76 "
25120,AS,,3,$296.89 ,$237.52 
,SG,,54,"$23,109.84 ","$17,886.68 "
,OTHER,,144,"$88,313.76 ","$70,238.02 "
,TOTAL,,201,"$111,720.49 ","$88,362.22 "
25125,SG,,3,$998.49 ,$798.79 
,OTHER,,16,"$12,134.43 ","$9,707.54 "
,TOTAL,,19,"$13,132.92 ","$10,506.33 "
25126,AS,,4,$390.84 ,$312.67 
,SG,,5,"$2,549.38 ","$1,960.20 "
,80'S,,2,$289.77 ,$231.82 
,OTHER,,37,"$25,405.74 ","$19,728.34 "
,TOTAL,,48,"$28,635.73 ","$22,233.03 "
25130,AS,,4,$187.89 ,$150.32 
,SG,,71,"$25,620.32 ","$20,369.59 "
,OTHER,,184,"$61,240.22 ","$48,470.34 "
,TOTAL,,259,"$87,048.43 ","$68,990.25 "
25135,AS,,2,$110.19 ,$88.15 
,SG,,8,"$3,189.11 ","$2,551.28 "
,80'S,,1,$42.98 ,$34.38 
,OTHER,,29,"$12,573.58 ","$9,970.89 "
,TOTAL,,40,"$15,915.86 ","$12,644.70 "
25136,AS,,1,$73.83 ,$59.06 
,SG,,1,$245.08 ,$196.06 
,80'S,,1,$78.13 ,$62.50 
,OTHER,,9,"$3,486.55 ","$2,789.23 "
,TOTAL,,12,"$3,883.59 ","$3,106.85 "
25145,AS,,2,$198.34 ,$158.67 
,SG,,4,"$1,064.44 ",$851.56 
,80'S,,1,$113.08 ,$90.46 
,OTHER,,42,"$25,523.47 ","$20,418.75 "
,TOTAL,,49,"$26,899.33 ","$21,519.44 "
25150,SG,,39,"$10,760.95 ","$8,498.16 "
,OTHER,,109,"$51,701.11 ","$40,854.97 "
,TOTAL,,148,"$62,462.06 ","$49,353.13 "
25151,AS,,12,"$1,153.28 ",$922.62 
,SG,,23,"$6,046.77 ","$4,837.42 "
,80'S,,5,$546.08 ,$436.86 
,OTHER,,106,"$72,371.22 ","$57,836.19 "
,TOTAL,,146,"$80,117.35 ","$64,033.09 "
25170,OTHER,,26,"$23,996.49 ","$19,087.59 "
,TOTAL,,26,"$23,996.49 ","$19,087.59 "
25210,AS,,20,$763.58 ,$610.85 
,SG,,355,"$125,285.78 ","$99,495.18 "
,80'S,,2,$149.82 ,$119.85 
,OTHER,,"1,128","$363,983.75 ","$285,179.33 "
,TOTAL,,"1,505","$490,182.93 ","$385,405.21 "
25215,AS,,59,"$5,063.21 ","$3,975.00 "
,SG,,190,"$111,724.95 ","$86,614.30 "
,80'S,,13,"$1,306.31 ","$1,031.44 "
,OTHER,,618,"$370,593.36 ","$290,125.84 "
,TOTAL,,880,"$488,687.83 ","$381,746.58 "
25230,SG,,116,"$53,857.79 ","$42,229.13 "
,OTHER,,408,"$106,175.06 ","$84,120.23 "
,TOTAL,,524,"$160,032.85 ","$126,349.36 "
25240,AS,,34,"$1,445.04 ","$1,150.79 "
,SG,,350,"$184,649.49 ","$146,288.66 "
,80'S,,13,$596.72 ,$477.40 
,OTHER,,"1,477","$472,247.18 ","$372,546.51 "
,TOTAL,,"1,874","$658,938.43 ","$520,463.36 "
25246,OTHER,,900,"$116,455.04 ","$90,717.94 "
,TOTAL,,900,"$116,455.04 ","$90,717.94 "
25248,SG,,39,"$15,399.62 ","$12,113.62 "
,OTHER,,349,"$157,463.30 ","$124,805.05 "
,TOTAL,,388,"$172,862.92 ","$136,918.67 "
25250,AS,,4,$174.61 ,$139.69 
,SG,,4,$854.18 ,$683.35 
,80'S,,1,$95.06 ,$76.05 
,OTHER,,43,"$17,017.00 ","$13,613.61 "
,TOTAL,,52,"$18,140.85 ","$14,512.70 "
25251,AS,,1,$95.84 ,$76.67 
,SG,,3,$697.05 ,$557.65 
,80'S,,2,$106.14 ,$84.91 
,OTHER,,23,"$9,707.77 ","$7,426.15 "
,TOTAL,,29,"$10,606.80 ","$8,145.38 "
25259,OTHER,,213,"$62,613.92 ","$49,454.27 "
,TOTAL,,213,"$62,613.92 ","$49,454.27 "
25260,AS,,1,$52.07 ,$41.66 
,SG,,86,"$42,682.63 ","$33,648.42 "
,OTHER,,"1,032","$582,977.67 ","$461,120.51 "
,TOTAL,,"1,119","$625,712.37 ","$494,810.59 "
25263,AS,,2,$159.90 ,$127.92 
,SG,,17,"$4,430.49 ","$3,544.37 "
,80'S,,10,$868.69 ,$685.59 
,OTHER,,84,"$46,594.05 ","$35,842.76 "
,TOTAL,,113,"$52,053.13 ","$40,200.64 "
25265,AS,,3,$307.20 ,$245.76 
,SG,,9,"$4,046.85 ","$3,237.49 "
,80'S,,4,$461.17 ,$368.93 
,OTHER,,36,"$30,013.69 ","$23,922.97 "
,TOTAL,,52,"$34,828.91 ","$27,775.15 "
25270,AS,,10,$832.15 ,$665.72 
,SG,,142,"$66,847.76 ","$52,582.62 "
,80'S,,7,$485.09 ,$388.08 
,OTHER,,870,"$398,769.26 ","$316,839.67 "
,TOTAL,,"1,029","$466,934.26 ","$370,476.09 "
25272,AS,,2,$155.32 ,$124.25 
,SG,,21,"$8,009.65 ","$6,407.69 "
,OTHER,,164,"$90,447.94 ","$71,400.06 "
,TOTAL,,187,"$98,612.91 ","$77,932.00 "
25274,AS,,6,$531.48 ,$364.60 
,SG,,12,"$5,540.20 ","$4,432.16 "
,80'S,,6,$763.98 ,$611.18 
,OTHER,,95,"$63,934.05 ","$50,631.03 "
,TOTAL,,119,"$70,769.71 ","$56,038.97 "
25275,AS,,1,$88.36 ,$70.69 
,SG,,11,"$6,615.82 ","$5,292.66 "
,OTHER,,72,"$35,396.69 ","$28,141.39 "
,TOTAL,,84,"$42,100.87 ","$33,504.74 "
25280,AS,,7,$491.44 ,$393.16 
,SG,,143,"$65,216.82 ","$52,173.42 "
,80'S,,14,"$1,270.59 ",$938.10 
,OTHER,,"1,053","$538,767.27 ","$427,584.68 "
,TOTAL,,"1,217","$605,746.12 ","$481,089.36 "
25290,AS,,1,$155.00 ,$124.00 
,SG,,196,"$62,052.03 ","$49,191.91 "
,OTHER,,"1,492","$758,402.87 ","$602,144.50 "
,TOTAL,,"1,689","$820,609.90 ","$651,460.41 "
25295,SG,,238,"$82,264.69 ","$64,616.87 "
,OTHER,,"1,409","$729,900.93 ","$576,507.72 "
,TOTAL,,"1,647","$812,165.62 ","$641,124.59 "
25300,AS,,17,$854.28 ,$683.46 
,SG,,22,"$6,845.54 ","$5,444.07 "
,80'S,,7,$451.85 ,$361.49 
,OTHER,,88,"$35,192.01 ","$27,689.80 "
,TOTAL,,134,"$43,343.68 ","$34,178.82 "
25301,AS,,12,$659.96 ,$527.98 
,SG,,41,"$12,714.28 ","$10,171.42 "
,80'S,,11,$669.55 ,$535.64 
,OTHER,,148,"$59,373.87 ","$47,097.40 "
,TOTAL,,212,"$73,417.66 ","$58,332.44 "
25310,AS,,726,"$73,368.84 ","$57,927.67 "
,SG,,"2,028","$563,675.49 ","$445,554.14 "
,80'S,,174,"$19,642.19 ","$15,286.50 "
,OTHER,,"6,165","$4,511,030.14 ","$3,547,425.20 "
,TOTAL,,"9,093","$5,167,716.66 ","$4,066,193.51 "
25312,AS,,22,"$2,721.15 ","$2,176.91 "
,SG,,104,"$44,018.61 ","$34,736.40 "
,80'S,,35,"$4,422.13 ","$3,537.66 "
,OTHER,,263,"$220,895.19 ","$174,034.56 "
,TOTAL,,424,"$272,057.08 ","$214,485.53 "
25315,AS,,3,$422.72 ,$338.18 
,SG,,3,"$1,476.37 ","$1,181.09 "
,80'S,,1,$143.86 ,$115.09 
,OTHER,,55,"$54,459.22 ","$43,408.91 "
,TOTAL,,62,"$56,502.17 ","$45,043.27 "
25316,AS,,4,$583.47 ,$466.76 
,SG,,1,$245.36 ,$196.29 
,OTHER,,22,"$21,656.81 ","$16,743.23 "
,TOTAL,,27,"$22,485.64 ","$17,406.28 "
25320,AS,,52,"$5,921.05 ","$4,686.05 "
,SG,,139,"$55,981.85 ","$43,797.64 "
,80'S,,17,"$2,337.99 ","$1,870.39 "
,OTHER,,616,"$510,643.58 ","$401,902.24 "
,TOTAL,,824,"$574,884.47 ","$452,256.32 "
25332,AS,,52,"$5,639.47 ","$4,511.59 "
,SG,,105,"$69,486.76 ","$54,769.47 "
,80'S,,10,"$1,214.52 ",$971.61 
,OTHER,,290,"$223,351.56 ","$175,751.54 "
,TOTAL,,457,"$299,692.31 ","$236,004.21 "
25335,80'S,,1,$97.98 ,$78.38 
,OTHER,,2,"$1,088.74 ",$870.99 
,TOTAL,,3,"$1,186.72 ",$949.37 
25337,SG,,63,"$42,893.59 ","$33,813.92 "
,OTHER,,249,"$188,359.87 ","$148,379.87 "
,TOTAL,,312,"$231,253.46 ","$182,193.79 "
25350,AS,,35,"$3,914.83 ","$3,131.88 "
,SG,,16,"$7,290.54 ","$5,656.44 "
,80'S,,23,"$3,058.43 ","$2,446.73 "
,OTHER,,226,"$190,009.79 ","$150,386.84 "
,TOTAL,,300,"$204,273.59 ","$161,621.89 "
25355,AS,,2,$198.44 ,$158.76 
,80'S,,1,$73.53 ,$58.82 
